Passport,Destination,Requirement
Albania,Chad,visa required
Albania,Chile,90
Albania,China,visa required
Albania,Colombia,90
Albania,Comoros,visa on arrival
Albania,Congo,visa required
Albania,DR Congo,visa required
Albania,Costa Rica,visa required
Albania,Ivory Coast,e-visa
Albania,Croatia,90
Albania,Cuba,visa required
Albania,Cyprus,90
Albania,Czech Republic,90
Albania,Denmark,90
Albania,Djibouti,e-visa
Albania,Dominica,21
Albania,Dominican Republic,visa required
Albania,Ecuador,90
Albania,Egypt,visa on arrival
Albania,El Salvador,90
Albania,Equatorial Guinea,visa required
Albania,Eritrea,visa required
Albania,Estonia,90
Albania,Swaziland,visa required
Albania,Ethiopia,e-visa
Albania,Fiji,visa required
Albania,Finland,90
Albania,France,90
Albania,Gabon,e-visa
Albania,Gambia,90
Albania,Georgia,360
Albania,Germany,90
Albania,Ghana,visa required
Albania,Greece,90
Albania,Grenada,visa required
Albania,Guatemala,visa required
Albania,Guinea,e-visa
Albania,Guinea-Bissau,visa on arrival
Albania,Guyana,90
Albania,Haiti,90
Albania,Honduras,visa required
Albania,Hong Kong,14
Albania,Hungary,90
Albania,Iceland,90
Albania,India,e-visa
Albania,Indonesia,covid ban
Albania,Iran,e-visa
Albania,Iraq,visa required
Albania,Ireland,visa required
Albania,Israel,covid ban
Albania,Italy,covid ban
Albania,Jamaica,visa on arrival
Albania,Japan,covid ban
Albania,Jordan,visa required
Albania,Kazakhstan,covid ban
Albania,Kenya,e-visa
Albania,Kiribati,visa required
Albania,Kosovo,90
Albania,Kuwait,covid ban
Albania,Kyrgyzstan,60
Albania,Laos,covid ban
Albania,Latvia,covid ban
Albania,Lebanon,visa required
Albania,Lesotho,e-visa
Albania,Liberia,visa required
Albania,Libya,visa required
Albania,Liechtenstein,90
Albania,Lithuania,90
Albania,Luxembourg,90
Albania,Macao,covid ban
Albania,Madagascar,visa on arrival
Albania,Malawi,visa on arrival
Albania,Malaysia,covid ban
Albania,Maldives,visa on arrival
Albania,Mali,visa required
Albania,Malta,90
Albania,Marshall Islands,covid ban
Albania,Mauritania,visa on arrival
Albania,Mauritius,visa on arrival
Albania,Mexico,visa required
Albania,Micronesia,covid ban
Albania,Moldova,90
Albania,Monaco,90
Albania,Mongolia,covid ban
Albania,Montenegro,90
Albania,Morocco,visa required
Albania,Mozambique,visa on arrival
Albania,Myanmar,covid ban
Albania,Namibia,visa required
Albania,Nauru,visa required
Albania,Nepal,visa on arrival
Albania,Netherlands,90
Albania,New Zealand,covid ban
Albania,Nicaragua,visa required
Albania,Niger,visa required
Albania,Nigeria,visa on arrival
Albania,North Korea,visa required
Albania,North Macedonia,90
Albania,Norway,90
Albania,Oman,visa on arrival
Albania,Pakistan,e-visa
Albania,Palau,visa on arrival
Albania,Palestine,visa free
Albania,Panama,visa required
Albania,Papua New Guinea,covid ban
Albania,Paraguay,visa required
Albania,Peru,visa required
Albania,Philippines,covid ban
Albania,Poland,covid ban
Albania,Portugal,90
Albania,Qatar,e-visa
Albania,Romania,90
Albania,Russia,visa required
Albania,Rwanda,visa on arrival
Albania,Saint Kitts and Nevis,e-visa
Albania,Saint Lucia,visa required
Albania,Samoa,visa on arrival
Albania,San Marino,covid ban
Albania,Sao Tome and Principe,e-visa
Albania,Saudi Arabia,covid ban
Albania,Senegal,visa on arrival
Albania,Serbia,90
Albania,Seychelles,90
Albania,Sierra Leone,visa required
Albania,Singapore,covid ban
Albania,Slovakia,90
Albania,Slovenia,90
Albania,Solomon Islands,covid ban
Albania,Somalia,visa on arrival
Albania,South Africa,visa required
Albania,South Korea,e-visa
Albania,South Sudan,e-visa
Albania,Spain,90
Albania,Sri Lanka,e-visa
Albania,Saint Vincent and the Grenadines,30
Albania,Sudan,visa required
Albania,Suriname,e-visa
Albania,Sweden,90
Albania,Switzerland,90
Albania,Syria,visa required
Albania,Taiwan,covid ban
Albania,Tajikistan,e-visa
Albania,Tanzania,visa on arrival
Albania,Thailand,visa required
Albania,Timor-Leste,visa on arrival
Albania,Togo,visa on arrival
Albania,Tonga,covid ban
Albania,Trinidad and Tobago,30
Albania,Tunisia,visa required
Albania,Turkey,90
Albania,Turkmenistan,visa required
Albania,Tuvalu,visa on arrival
Albania,Uganda,e-visa
Albania,Ukraine,90
Albania,United Arab Emirates,e-visa
Albania,United Kingdom,visa required
Albania,United States,visa required
Albania,Uruguay,visa required
Albania,Uzbekistan,e-visa
Albania,Vanuatu,covid ban
Albania,Vatican,covid ban
Albania,Venezuela,visa required
Albania,Vietnam,covid ban
Albania,Yemen,visa required
Albania,Zambia,visa on arrival
Albania,Zimbabwe,visa on arrival
Albania,Afghanistan,visa required
Algeria,Albania,e-visa
Algeria,Algeria,-1
Algeria,Andorra,visa required
Algeria,Angola,visa on arrival
Algeria,Antigua and Barbuda,e-visa
Algeria,Argentina,visa required
Algeria,Armenia,visa required
Algeria,Australia,e-visa
Algeria,Austria,visa required
Algeria,Azerbaijan,covid ban
Algeria,Bahamas,visa required
Algeria,Bahrain,e-visa
Algeria,Bangladesh,covid ban
Algeria,Barbados,visa required
Algeria,Belarus,visa required
Algeria,Belgium,visa required
Algeria,Belize,visa required
Algeria,Benin,90
Algeria,Bhutan,visa required
Algeria,Bolivia,visa on arrival
Algeria,Bosnia and Herzegovina,visa required
Algeria,Botswana,visa required
Algeria,Brazil,visa required
Algeria,Brunei,covid ban
Algeria,Bulgaria,visa required
Algeria,Burkina Faso,visa required
Algeria,Burundi,visa required
Algeria,Cambodia,e-visa
Algeria,Cameroon,covid ban
Algeria,Canada,visa required
Algeria,Cape Verde,visa on arrival
Algeria,Central African Republic,visa required
Algeria,Chad,visa required
Algeria,Chile,visa required
Algeria,China,visa required
Algeria,Colombia,e-visa
Algeria,Comoros,visa on arrival
Algeria,Congo,visa required
Algeria,DR Congo,visa required
Algeria,Costa Rica,visa required
Algeria,Ivory Coast,e-visa
Algeria,Croatia,visa required
Algeria,Cuba,visa required
Algeria,Cyprus,covid ban
Algeria,Czech Republic,covid ban
Algeria,Denmark,visa required
Algeria,Djibouti,e-visa
Algeria,Dominica,21
Algeria,Dominican Republic,visa required
Algeria,Ecuador,90
Algeria,Egypt,visa required
Algeria,El Salvador,visa required
Algeria,Equatorial Guinea,visa required
Algeria,Eritrea,visa required
Algeria,Estonia,visa required
Algeria,Swaziland,visa required
Algeria,Ethiopia,visa on arrival
Algeria,Fiji,visa required
Algeria,Finland,visa required
Algeria,France,visa required
Algeria,Gabon,e-visa
Algeria,Gambia,90
Algeria,Georgia,visa required
Algeria,Germany,visa required
Algeria,Ghana,visa on arrival
Algeria,Greece,covid ban
Algeria,Grenada,visa required
Algeria,Guatemala,visa required
Algeria,Guinea,visa free
Algeria,Guinea-Bissau,visa on arrival
Algeria,Guyana,visa on arrival
Algeria,Haiti,90
Algeria,Honduras,visa required
Algeria,Hong Kong,14
Algeria,Hungary,covid ban
Algeria,Iceland,visa required
Algeria,India,visa required
Algeria,Indonesia,covid ban
Algeria,Iran,e-visa
Algeria,Iraq,visa required
Algeria,Ireland,visa required
Algeria,Israel,covid ban
Algeria,Italy,covid ban
Algeria,Jamaica,visa required
Algeria,Japan,covid ban
Algeria,Jordan,visa on arrival
Algeria,Kazakhstan,covid ban
Algeria,Kenya,e-visa
Algeria,Kiribati,visa required
Algeria,Kosovo,visa required
Algeria,Kuwait,covid ban
Algeria,Kyrgyzstan,e-visa
Algeria,Laos,covid ban
Algeria,Latvia,covid ban
Algeria,Lebanon,visa on arrival
Algeria,Lesotho,e-visa
Algeria,Liberia,visa required
Algeria,Libya,visa required
Algeria,Liechtenstein,visa required
Algeria,Lithuania,visa required
Algeria,Luxembourg,covid ban
Algeria,Macao,covid ban
Algeria,Madagascar,visa on arrival
Algeria,Malawi,e-visa
Algeria,Malaysia,covid ban
Algeria,Maldives,visa on arrival
Algeria,Mali,30
Algeria,Malta,covid ban
Algeria,Marshall Islands,covid ban
Algeria,Mauritania,90
Algeria,Mauritius,visa on arrival
Algeria,Mexico,visa required
Algeria,Micronesia,covid ban
Algeria,Moldova,e-visa
Algeria,Monaco,visa required
Algeria,Mongolia,covid ban
Algeria,Montenegro,visa required
Algeria,Morocco,90
Algeria,Mozambique,visa on arrival
Algeria,Myanmar,covid ban
Algeria,Namibia,visa required
Algeria,Nauru,visa required
Algeria,Nepal,visa on arrival
Algeria,Netherlands,visa required
Algeria,New Zealand,covid ban
Algeria,Nicaragua,visa on arrival
Algeria,Niger,visa required
Algeria,Nigeria,visa on arrival
Algeria,North Korea,visa required
Algeria,North Macedonia,visa required
Algeria,Norway,visa required
Algeria,Oman,e-visa
Algeria,Pakistan,visa required
Algeria,Palau,visa on arrival
Algeria,Palestine,visa free
Algeria,Panama,visa required
Algeria,Papua New Guinea,covid ban
Algeria,Paraguay,visa required
Algeria,Peru,visa required
Algeria,Philippines,covid ban
Algeria,Poland,covid ban
Algeria,Portugal,covid ban
Algeria,Qatar,e-visa
Algeria,Romania,visa required
Algeria,Russia,covid ban
Algeria,Rwanda,visa on arrival
Algeria,Saint Kitts and Nevis,e-visa
Algeria,Saint Lucia,visa required
Algeria,Samoa,visa on arrival
Algeria,San Marino,covid ban
Algeria,Sao Tome and Principe,e-visa
Algeria,Saudi Arabia,covid ban
Algeria,Senegal,visa on arrival
Algeria,Serbia,visa required
Algeria,Seychelles,90
Algeria,Sierra Leone,visa required
Algeria,Singapore,covid ban
Algeria,Slovakia,visa required
Algeria,Slovenia,visa required
Algeria,Solomon Islands,covid ban
Algeria,Somalia,visa on arrival
Algeria,South Africa,visa required
Algeria,South Korea,covid ban
Algeria,South Sudan,e-visa
Algeria,Spain,visa required
Algeria,Sri Lanka,e-visa
Algeria,Saint Vincent and the Grenadines,30
Algeria,Sudan,visa required
Algeria,Suriname,e-visa
Algeria,Sweden,covid ban
Algeria,Switzerland,visa required
Algeria,Syria,visa free
Algeria,Taiwan,covid ban
Algeria,Tajikistan,visa on arrival
Algeria,Tanzania,visa on arrival
Algeria,Thailand,visa required
Algeria,Timor-Leste,visa on arrival
Algeria,Togo,visa on arrival
Algeria,Tonga,covid ban
Algeria,Trinidad and Tobago,visa required
Algeria,Tunisia,visa free
Algeria,Turkey,visa required
Algeria,Turkmenistan,visa required
Algeria,Tuvalu,visa on arrival
Algeria,Uganda,e-visa
Algeria,Ukraine,visa required
Algeria,United Arab Emirates,e-visa
Algeria,United Kingdom,visa required
Algeria,United States,visa required
Algeria,Uruguay,visa required
Algeria,Uzbekistan,e-visa
Algeria,Vanuatu,covid ban
Algeria,Vatican,covid ban
Algeria,Venezuela,visa required
Algeria,Vietnam,covid ban
Algeria,Yemen,visa on arrival
Algeria,Zambia,e-visa
Algeria,Zimbabwe,visa on arrival
Algeria,Afghanistan,visa required
Andorra,Albania,90
Andorra,Algeria,visa required
Andorra,Andorra,-1
Andorra,Angola,visa on arrival
Andorra,Antigua and Barbuda,180
Andorra,Argentina,90
Andorra,Armenia,180
Andorra,Australia,e-visa
Andorra,Austria,90
Andorra,Azerbaijan,covid ban
Andorra,Bahamas,90
Andorra,Bahrain,visa on arrival
Andorra,Bangladesh,covid ban
Andorra,Barbados,visa required
Andorra,Belarus,30
Andorra,Belgium,90
Andorra,Belize,visa free
Andorra,Benin,e-visa
Andorra,Bhutan,visa required
Andorra,Bolivia,90
Andorra,Bosnia and Herzegovina,90
Andorra,Botswana,visa required
Andorra,Brazil,90
Andorra,Brunei,covid ban
Andorra,Bulgaria,covid ban
Andorra,Burkina Faso,visa required
Andorra,Burundi,visa required
Andorra,Cambodia,e-visa
Andorra,Cameroon,covid ban
Andorra,Canada,e-visa
Andorra,Cape Verde,30
Andorra,Central African Republic,visa required
Andorra,Chad,visa required
Andorra,Chile,90
Andorra,China,visa required
Andorra,Colombia,90
Andorra,Comoros,visa on arrival
Andorra,Congo,visa required
Andorra,DR Congo,visa required
Andorra,Costa Rica,90
Andorra,Ivory Coast,e-visa
Andorra,Croatia,90
Andorra,Cuba,visa required
Andorra,Cyprus,90
Andorra,Czech Republic,90
Andorra,Denmark,90
Andorra,Djibouti,e-visa
Andorra,Dominica,21
Andorra,Dominican Republic,visa free
Andorra,Ecuador,90
Andorra,Egypt,visa on arrival
Andorra,El Salvador,90
Andorra,Equatorial Guinea,visa required
Andorra,Eritrea,visa required
Andorra,Estonia,90
Andorra,Swaziland,30
Andorra,Ethiopia,e-visa
Andorra,Fiji,visa required
Andorra,Finland,90
Andorra,France,90
Andorra,Gabon,e-visa
Andorra,Gambia,90
Andorra,Georgia,360
Andorra,Germany,90
Andorra,Ghana,visa required
Andorra,Greece,90
Andorra,Grenada,visa required
Andorra,Guatemala,90
Andorra,Guinea,e-visa
Andorra,Guinea-Bissau,visa on arrival
Andorra,Guyana,visa on arrival
Andorra,Haiti,90
Andorra,Honduras,90
Andorra,Hong Kong,90
Andorra,Hungary,visa free
Andorra,Iceland,90
Andorra,India,e-visa
Andorra,Indonesia,covid ban
Andorra,Iran,e-visa
Andorra,Iraq,visa required
Andorra,Ireland,visa free
Andorra,Israel,covid ban
Andorra,Italy,90
Andorra,Jamaica,visa on arrival
Andorra,Japan,covid ban
Andorra,Jordan,visa on arrival
Andorra,Kazakhstan,covid ban
Andorra,Kenya,e-visa
Andorra,Kiribati,visa required
Andorra,Kosovo,90
Andorra,Kuwait,covid ban
Andorra,Kyrgyzstan,visa on arrival
Andorra,Laos,covid ban
Andorra,Latvia,90
Andorra,Lebanon,visa on arrival
Andorra,Lesotho,e-visa
Andorra,Liberia,visa required
Andorra,Libya,visa required
Andorra,Liechtenstein,90
Andorra,Lithuania,90
Andorra,Luxembourg,90
Andorra,Macao,covid ban
Andorra,Madagascar,visa on arrival
Andorra,Malawi,visa on arrival
Andorra,Malaysia,covid ban
Andorra,Maldives,visa on arrival
Andorra,Mali,visa required
Andorra,Malta,90
Andorra,Marshall Islands,covid ban
Andorra,Mauritania,visa on arrival
Andorra,Mauritius,visa on arrival
Andorra,Mexico,180
Andorra,Micronesia,covid ban
Andorra,Moldova,90
Andorra,Monaco,90
Andorra,Mongolia,covid ban
Andorra,Montenegro,90
Andorra,Morocco,90
Andorra,Mozambique,visa on arrival
Andorra,Myanmar,covid ban
Andorra,Namibia,visa required
Andorra,Nauru,visa required
Andorra,Nepal,visa on arrival
Andorra,Netherlands,90
Andorra,New Zealand,covid ban
Andorra,Nicaragua,90
Andorra,Niger,visa required
Andorra,Nigeria,visa on arrival
Andorra,North Korea,visa required
Andorra,North Macedonia,90
Andorra,Norway,90
Andorra,Oman,visa on arrival
Andorra,Pakistan,e-visa
Andorra,Palau,visa on arrival
Andorra,Palestine,visa free
Andorra,Panama,180
Andorra,Papua New Guinea,covid ban
Andorra,Paraguay,90
Andorra,Peru,180
Andorra,Philippines,covid ban
Andorra,Poland,90
Andorra,Portugal,90
Andorra,Qatar,30
Andorra,Romania,90
Andorra,Russia,covid ban
Andorra,Rwanda,visa on arrival
Andorra,Saint Kitts and Nevis,e-visa
Andorra,Saint Lucia,42
Andorra,Samoa,visa on arrival
Andorra,San Marino,90
Andorra,Sao Tome and Principe,15
Andorra,Saudi Arabia,e-visa
Andorra,Senegal,visa on arrival
Andorra,Serbia,90
Andorra,Seychelles,90
Andorra,Sierra Leone,visa required
Andorra,Singapore,covid ban
Andorra,Slovakia,90
Andorra,Slovenia,90
Andorra,Solomon Islands,covid ban
Andorra,Somalia,visa on arrival
Andorra,South Africa,90
Andorra,South Korea,e-visa
Andorra,South Sudan,e-visa
Andorra,Spain,90
Andorra,Sri Lanka,e-visa
Andorra,Saint Vincent and the Grenadines,30
Andorra,Sudan,visa required
Andorra,Suriname,e-visa
Andorra,Sweden,90
Andorra,Switzerland,90
Andorra,Syria,visa required
Andorra,Taiwan,covid ban
Andorra,Tajikistan,visa on arrival
Andorra,Tanzania,visa on arrival
Andorra,Thailand,30
Andorra,Timor-Leste,visa on arrival
Andorra,Togo,visa on arrival
Andorra,Tonga,covid ban
Andorra,Trinidad and Tobago,visa required
Andorra,Tunisia,90
Andorra,Turkey,90
Andorra,Turkmenistan,visa required
Andorra,Tuvalu,visa on arrival
Andorra,Uganda,e-visa
Andorra,Ukraine,90
Andorra,United Arab Emirates,visa on arrival
Andorra,United Kingdom,180
Andorra,United States,e-visa
Andorra,Uruguay,90
Andorra,Uzbekistan,30
Andorra,Vanuatu,covid ban
Andorra,Vatican,90
Andorra,Venezuela,90
Andorra,Vietnam,covid ban
Andorra,Yemen,visa required
Andorra,Zambia,visa on arrival
Andorra,Zimbabwe,visa on arrival
Andorra,Afghanistan,visa required
Angola,Albania,e-visa
Angola,Algeria,visa required
Angola,Andorra,visa required
Angola,Angola,-1
Angola,Antigua and Barbuda,e-visa
Angola,Argentina,visa required
Angola,Armenia,visa required
Angola,Australia,e-visa
Angola,Austria,visa required
Angola,Azerbaijan,covid ban
Angola,Bahamas,visa required
Angola,Bahrain,e-visa
Angola,Bangladesh,covid ban
Angola,Barbados,visa required
Angola,Belarus,visa required
Angola,Belgium,visa required
Angola,Belize,visa required
Angola,Benin,90
Angola,Bhutan,visa required
Angola,Bolivia,visa on arrival
Angola,Bosnia and Herzegovina,visa required
Angola,Botswana,90
Angola,Brazil,visa required
Angola,Brunei,covid ban
Angola,Bulgaria,visa required
Angola,Burkina Faso,visa required
Angola,Burundi,visa required
Angola,Cambodia,e-visa
Angola,Cameroon,covid ban
Angola,Canada,visa required
Angola,Cape Verde,visa free
Angola,Central African Republic,visa required
Angola,Chad,visa required
Angola,Chile,visa required
Angola,China,visa required
Angola,Colombia,e-visa
Angola,Comoros,visa on arrival
Angola,Congo,visa required
Angola,DR Congo,visa required
Angola,Costa Rica,visa required
Angola,Ivory Coast,e-visa
Angola,Croatia,visa required
Angola,Cuba,visa required
Angola,Cyprus,covid ban
Angola,Czech Republic,covid ban
Angola,Denmark,visa required
Angola,Djibouti,e-visa
Angola,Dominica,21
Angola,Dominican Republic,visa required
Angola,Ecuador,e-visa
Angola,Egypt,visa required
Angola,El Salvador,visa required
Angola,Equatorial Guinea,visa required
Angola,Eritrea,visa required
Angola,Estonia,visa required
Angola,Swaziland,visa required
Angola,Ethiopia,visa on arrival
Angola,Fiji,visa required
Angola,Finland,visa required
Angola,France,visa required
Angola,Gabon,e-visa
Angola,Gambia,90
Angola,Georgia,e-visa
Angola,Germany,visa required
Angola,Ghana,visa on arrival
Angola,Greece,covid ban
Angola,Grenada,visa required
Angola,Guatemala,visa required
Angola,Guinea,e-visa
Angola,Guinea-Bissau,visa on arrival
Angola,Guyana,visa on arrival
Angola,Haiti,90
Angola,Honduras,visa required
Angola,Hong Kong,covid ban
Angola,Hungary,covid ban
Angola,Iceland,visa required
Angola,India,e-visa
Angola,Indonesia,covid ban
Angola,Iran,e-visa
Angola,Iraq,visa required
Angola,Ireland,visa required
Angola,Israel,covid ban
Angola,Italy,covid ban
Angola,Jamaica,visa required
Angola,Japan,covid ban
Angola,Jordan,covid ban
Angola,Kazakhstan,covid ban
Angola,Kenya,e-visa
Angola,Kiribati,visa required
Angola,Kosovo,visa required
Angola,Kuwait,covid ban
Angola,Kyrgyzstan,e-visa
Angola,Laos,covid ban
Angola,Latvia,covid ban
Angola,Lebanon,visa required
Angola,Lesotho,e-visa
Angola,Liberia,visa required
Angola,Libya,visa required
Angola,Liechtenstein,visa required
Angola,Lithuania,visa required
Angola,Luxembourg,covid ban
Angola,Macao,covid ban
Angola,Madagascar,visa on arrival
Angola,Malawi,e-visa
Angola,Malaysia,covid ban
Angola,Maldives,visa on arrival
Angola,Mali,visa required
Angola,Malta,covid ban
Angola,Marshall Islands,covid ban
Angola,Mauritania,visa on arrival
Angola,Mauritius,90
Angola,Mexico,visa required
Angola,Micronesia,covid ban
Angola,Moldova,e-visa
Angola,Monaco,visa required
Angola,Mongolia,covid ban
Angola,Montenegro,visa required
Angola,Morocco,visa required
Angola,Mozambique,30
Angola,Myanmar,covid ban
Angola,Namibia,90
Angola,Nauru,visa required
Angola,Nepal,visa on arrival
Angola,Netherlands,visa required
Angola,New Zealand,covid ban
