Passport,Destination,Value
Albania,Serbia,3
Albania,Seychelles,1
Albania,Sierra Leone,0
Albania,Singapore,3
Albania,Slovakia,3
Albania,Slovenia,3
Albania,Solomon Islands,0
Albania,Somalia,1
Albania,South Africa,0
Albania,South Korea,3
Albania,South Sudan,0
Albania,Spain,3
Albania,Sri Lanka,2
Albania,Saint Vincent and the Grenadines,3
Albania,Sudan,0
Albania,Suriname,1
Albania,Sweden,3
Albania,Switzerland,3
Albania,Syria,0
Albania,Taiwan,0
Albania,Tajikistan,0
Albania,Tanzania,1
Albania,Thailand,0
Albania,Timor-Leste,1
Albania,Togo,1
Albania,Tonga,0
Albania,Trinidad and Tobago,3
Albania,Tunisia,0
Albania,Turkey,3
Albania,Turkmenistan,0
Albania,Tuvalu,1
Albania,Uganda,1
Albania,Ukraine,3
Albania,United Arab Emirates,0
Albania,United Kingdom,0
Albania,United States,0
Albania,Uruguay,0
Albania,Uzbekistan,1
Albania,Vanuatu,0
Albania,Vatican,3
Albania,Venezuela,0
Albania,Viet Nam,0
Albania,Yemen,0
Albania,Zambia,1
Albania,Zimbabwe,1
Algeria,Afghanistan,0
Algeria,Albania,0
Algeria,Algeria,-1
Algeria,Andorra,0
Algeria,Angola,1
Algeria,Antigua and Barbuda,0
Algeria,Argentina,0
Algeria,Armenia,0
Algeria,Australia,0
Algeria,Austria,0
Algeria,Azerbaijan,1
Algeria,Bahamas,0
Algeria,Bahrain,0
Algeria,Bangladesh,0
Algeria,Barbados,0
Algeria,Belarus,0
Algeria,Belgium,0
Algeria,Belize,0
Algeria,Benin,3
Algeria,Bhutan,0
Algeria,Bolivia,1
Algeria,Bosnia and Herzegovina,0
Algeria,Botswana,0
Algeria,Brazil,0
Algeria,Brunei,0
Algeria,Bulgaria,0
Algeria,Burkina Faso,0
Algeria,Burundi,0
Algeria,Cambodia,1
Algeria,Cameroon,0
Algeria,Canada,0
Algeria,Cape Verde,1
Algeria,Central African Republic,0
Algeria,Chad,0
Algeria,Chile,0
Algeria,China,0
Algeria,Colombia,0
Algeria,Comoros,1
Algeria,Congo,0
Algeria,DR Congo,0
Algeria,Costa Rica,0
Algeria,Ivory Coast,2
Algeria,Croatia,0
Algeria,Cuba,1
Algeria,Cyprus,0
Algeria,Czech Republic,0
Algeria,Denmark,0
Algeria,Djibouti,1
Algeria,Dominica,3
Algeria,Dominican Republic,0
Algeria,Ecuador,3
Algeria,Egypt,0
Algeria,El Salvador,0
Algeria,Equatorial Guinea,0
Algeria,Eritrea,0
Algeria,Estonia,0
Algeria,Swaziland,0
Algeria,Ethiopia,1
Algeria,Fiji,0
Algeria,Finland,0
Algeria,France,0
Algeria,Gabon,1
Algeria,Gambia,0
Algeria,Georgia,0
Algeria,Germany,0
Algeria,Ghana,1
Algeria,Greece,0
Algeria,Grenada,0
Algeria,Guatemala,0
Algeria,Guinea,3
Algeria,Guinea-Bissau,1
Algeria,Guyana,0
Algeria,Haiti,3
Algeria,Honduras,0
Algeria,Hong Kong,3
Algeria,Hungary,0
Algeria,Iceland,0
Algeria,India,0
Algeria,Indonesia,3
Algeria,Iran,1
Algeria,Iraq,0
Algeria,Ireland,0
Algeria,Israel,0
Algeria,Italy,0
Algeria,Jamaica,0
Algeria,Japan,0
Algeria,Jordan,1
Algeria,Kazakhstan,0
Algeria,Kenya,1
Algeria,Kiribati,0
Algeria,Kosovo,0
Algeria,Kuwait,0
Algeria,Kyrgyzstan,0
Algeria,Laos,0
Algeria,Latvia,0
Algeria,Lebanon,1
Algeria,Lesotho,1
Algeria,Liberia,0
Algeria,Libya,0
Algeria,Liechtenstein,0
Algeria,Lithuania,0
Algeria,Luxembourg,0
Algeria,Macao,1
Algeria,Madagascar,1
Algeria,Malawi,0
Algeria,Malaysia,3
Algeria,Maldives,1
Algeria,Mali,3
Algeria,Malta,0
Algeria,Marshall Islands,0
Algeria,Mauritania,3
Algeria,Mauritius,1
Algeria,Mexico,0
Algeria,Micronesia,3
Algeria,Moldova,0
Algeria,Monaco,0
Algeria,Mongolia,0
Algeria,Montenegro,0
Algeria,Morocco,3
Algeria,Mozambique,1
Algeria,Myanmar,1
Algeria,Namibia,0
Algeria,Nauru,0
Algeria,Nepal,1
Algeria,Netherlands,0
Algeria,New Zealand,0
Algeria,Nicaragua,1
Algeria,Niger,0
Algeria,Nigeria,0
Algeria,North Korea,0
Algeria,North Macedonia,0
Algeria,Norway,0
Algeria,Oman,0
Algeria,Pakistan,0
Algeria,Palau,1
Algeria,Palestine,3
Algeria,Panama,0
Algeria,Papua New Guinea,0
Algeria,Paraguay,0
Algeria,Peru,0
Algeria,Philippines,0
Algeria,Poland,0
Algeria,Portugal,0
Algeria,Qatar,1
Algeria,Romania,0
Algeria,Russian Federation,0
Algeria,Rwanda,1
Algeria,Saint Kitts and Nevis,0
Algeria,Saint Lucia,0
Algeria,Samoa,1
Algeria,San Marino,0
Algeria,Sao Tome and Principe,0
Algeria,Saudi Arabia,0
Algeria,Senegal,1
Algeria,Serbia,0
Algeria,Seychelles,1
Algeria,Sierra Leone,0
Algeria,Singapore,0
Algeria,Slovakia,0
Algeria,Slovenia,0
Algeria,Solomon Islands,0
Algeria,Somalia,1
Algeria,South Africa,0
Algeria,South Korea,0
Algeria,South Sudan,0
Algeria,Spain,0
Algeria,Sri Lanka,2
Algeria,Saint Vincent and the Grenadines,3
Algeria,Sudan,0
Algeria,Suriname,0
Algeria,Sweden,0
Algeria,Switzerland,0
Algeria,Syria,3
Algeria,Taiwan,0
Algeria,Tajikistan,1
Algeria,Tanzania,1
Algeria,Thailand,0
Algeria,Timor-Leste,1
Algeria,Togo,1
Algeria,Tonga,0
Algeria,Trinidad and Tobago,0
Algeria,Tunisia,3
Algeria,Turkey,1
Algeria,Turkmenistan,0
Algeria,Tuvalu,1
Algeria,Uganda,1
Algeria,Ukraine,0
Algeria,United Arab Emirates,0
Algeria,United Kingdom,0
Algeria,United States,0
Algeria,Uruguay,0
Algeria,Uzbekistan,1
Algeria,Vanuatu,0
Algeria,Vatican,0
Algeria,Venezuela,0
Algeria,Viet Nam,0
Algeria,Yemen,1
Algeria,Zambia,0
Algeria,Zimbabwe,1
Andorra,Afghanistan,0
Andorra,Albania,3
Andorra,Algeria,0
Andorra,Andorra,-1
Andorra,Angola,0
Andorra,Antigua and Barbuda,3
Andorra,Argentina,3
Andorra,Armenia,3
Andorra,Australia,2
Andorra,Austria,3
Andorra,Azerbaijan,1
Andorra,Bahamas,3
Andorra,Bahrain,1
Andorra,Bangladesh,1
Andorra,Barbados,0
Andorra,Belarus,3
Andorra,Belgium,3
Andorra,Belize,3
Andorra,Benin,0
Andorra,Bhutan,0
Andorra,Bolivia,3
Andorra,Bosnia and Herzegovina,3
Andorra,Botswana,0
Andorra,Brazil,3
Andorra,Brunei,0
Andorra,Bulgaria,3
Andorra,Burkina Faso,0
Andorra,Burundi,0
Andorra,Cambodia,1
Andorra,Cameroon,0
Andorra,Canada,2
Andorra,Cape Verde,3
Andorra,Central African Republic,0
Andorra,Chad,0
Andorra,Chile,3
Andorra,China,0
Andorra,Colombia,3
Andorra,Comoros,1
Andorra,Congo,0
Andorra,DR Congo,0
Andorra,Costa Rica,3
Andorra,Ivory Coast,2
Andorra,Croatia,3
Andorra,Cuba,1
Andorra,Cyprus,3
Andorra,Czech Republic,3
Andorra,Denmark,3
Andorra,Djibouti,1
Andorra,Dominica,3
Andorra,Dominican Republic,3
Andorra,Ecuador,3
Andorra,Egypt,1
Andorra,El Salvador,3
Andorra,Equatorial Guinea,0
Andorra,Eritrea,0
Andorra,Estonia,3
Andorra,Swaziland,3
Andorra,Ethiopia,1
Andorra,Fiji,0
Andorra,Finland,3
Andorra,France,3
Andorra,Gabon,1
Andorra,Gambia,3
Andorra,Georgia,3
Andorra,Germany,3
Andorra,Ghana,0
Andorra,Greece,3
Andorra,Grenada,0
Andorra,Guatemala,3
Andorra,Guinea,0
Andorra,Guinea-Bissau,1
Andorra,Guyana,0
Andorra,Haiti,3
Andorra,Honduras,3
Andorra,Hong Kong,3
Andorra,Hungary,3
Andorra,Iceland,3
Andorra,India,2
Andorra,Indonesia,3
Andorra,Iran,1
Andorra,Iraq,0
Andorra,Ireland,3
Andorra,Israel,3
Andorra,Italy,3
Andorra,Jamaica,1
Andorra,Japan,3
Andorra,Jordan,1
Andorra,Kazakhstan,0
Andorra,Kenya,1
Andorra,Kiribati,0
Andorra,Kosovo,3
Andorra,Kuwait,1
Andorra,Kyrgyzstan,3
Andorra,Laos,1
Andorra,Latvia,3
Andorra,Lebanon,1
Andorra,Lesotho,1
Andorra,Liberia,0
Andorra,Libya,0
Andorra,Liechtenstein,3
Andorra,Lithuania,3
Andorra,Luxembourg,3
Andorra,Macao,3
Andorra,Madagascar,1
Andorra,Malawi,1
Andorra,Malaysia,3
Andorra,Maldives,1
Andorra,Mali,0
Andorra,Malta,3
Andorra,Marshall Islands,1
Andorra,Mauritania,1
Andorra,Mauritius,1
Andorra,Mexico,3
Andorra,Micronesia,3
Andorra,Moldova,3
Andorra,Monaco,3
Andorra,Mongolia,0
Andorra,Montenegro,3
Andorra,Morocco,3
Andorra,Mozambique,1
Andorra,Myanmar,0
Andorra,Namibia,0
Andorra,Nauru,0
Andorra,Nepal,1
Andorra,Netherlands,3
Andorra,New Zealand,3
Andorra,Nicaragua,3
Andorra,Niger,0
Andorra,Nigeria,1
Andorra,North Korea,0
Andorra,North Macedonia,3
Andorra,Norway,3
Andorra,Oman,1
Andorra,Pakistan,0
Andorra,Palau,1
Andorra,Palestine,3
Andorra,Panama,3
Andorra,Papua New Guinea,1
Andorra,Paraguay,3
Andorra,Peru,3
Andorra,Philippines,3
Andorra,Poland,3
Andorra,Portugal,3
Andorra,Qatar,3
Andorra,Romania,3
Andorra,Russian Federation,0
Andorra,Rwanda,1
Andorra,Saint Kitts and Nevis,0
Andorra,Saint Lucia,3
Andorra,Samoa,1
Andorra,San Marino,3
Andorra,Sao Tome and Principe,3
Andorra,Saudi Arabia,0
Andorra,Senegal,1
Andorra,Serbia,3
Andorra,Seychelles,1
Andorra,Sierra Leone,0
Andorra,Singapore,3
Andorra,Slovakia,3
Andorra,Slovenia,3
Andorra,Solomon Islands,1
Andorra,Somalia,1
Andorra,South Africa,3
Andorra,South Korea,3
Andorra,South Sudan,0
Andorra,Spain,3
Andorra,Sri Lanka,2
Andorra,Saint Vincent and the Grenadines,3
Andorra,Sudan,0
Andorra,Suriname,1
Andorra,Sweden,3
Andorra,Switzerland,3
Andorra,Syria,0
Andorra,Taiwan,3
Andorra,Tajikistan,1
Andorra,Tanzania,1
Andorra,Thailand,3
Andorra,Timor-Leste,1
Andorra,Togo,1
Andorra,Tonga,0
Andorra,Trinidad and Tobago,0
Andorra,Tunisia,3
Andorra,Turkey,3
Andorra,Turkmenistan,0
Andorra,Tuvalu,1
Andorra,Uganda,1
Andorra,Ukraine,3
Andorra,United Arab Emirates,3
Andorra,United Kingdom,3
Andorra,United States,2
Andorra,Uruguay,3
Andorra,Uzbekistan,3
Andorra,Vanuatu,3
Andorra,Vatican,3
Andorra,Venezuela,3
Andorra,Viet Nam,1
Andorra,Yemen,0
Andorra,Zambia,1
Andorra,Zimbabwe,1
Angola,Afghanistan,0
Angola,Albania,0
Angola,Algeria,0
Angola,Andorra,0
Angola,Angola,-1
Angola,Antigua and Barbuda,0
Angola,Argentina,0
Angola,Armenia,0
Angola,Australia,0
Angola,Austria,0
Angola,Azerbaijan,0
Angola,Bahamas,0
Angola,Bahrain,0
Angola,Bangladesh,1
Angola,Barbados,0
Angola,Belarus,0
Angola,Belgium,0
Angola,Belize,0
Angola,Benin,3
Angola,Bhutan,0
Angola,Bolivia,1
Angola,Bosnia and Herzegovina,0
Angola,Botswana,3
Angola,Brazil,0
Angola,Brunei,0
Angola,Bulgaria,0
Angola,Burkina Faso,0
Angola,Burundi,0
Angola,Cambodia,1
Angola,Cameroon,0
Angola,Canada,0
Angola,Cape Verde,3
Angola,Central African Republic,0
Angola,Chad,0
Angola,Chile,0
Angola,China,0
Angola,Colombia,0
Angola,Comoros,1
Angola,Congo,0
Angola,DR Congo,0
Angola,Costa Rica,0
Angola,Ivory Coast,2
Angola,Croatia,0
Angola,Cuba,1
Angola,Cyprus,0
Angola,Czech Republic,0
Angola,Denmark,0
Angola,Djibouti,1
Angola,Dominica,3
Angola,Dominican Republic,0
Angola,Ecuador,3
Angola,Egypt,0
Angola,El Salvador,0
Angola,Equatorial Guinea,0
Angola,Eritrea,0
Angola,Estonia,0
Angola,Swaziland,0
Angola,Ethiopia,1
Angola,Fiji,0
Angola,Finland,0
Angola,France,0
Angola,Gabon,1
Angola,Gambia,0
Angola,Georgia,0
Angola,Germany,0
Angola,Ghana,1
Angola,Greece,0
Angola,Grenada,0
Angola,Guatemala,0
Angola,Guinea,0
Angola,Guinea-Bissau,1
Angola,Guyana,0
Angola,Haiti,3
Angola,Honduras,0
Angola,Hong Kong,0
Angola,Hungary,0
Angola,Iceland,0
Angola,India,2
Angola,Indonesia,3
Angola,Iran,1
Angola,Iraq,0
Angola,Ireland,0
Angola,Israel,0
Angola,Italy,0
Angola,Jamaica,0
Angola,Japan,0
Angola,Jordan,0
Angola,Kazakhstan,0
Angola,Kenya,1
Angola,Kiribati,0
Angola,Kosovo,0
Angola,Kuwait,0
Angola,Kyrgyzstan,0
Angola,Laos,1
Angola,Latvia,0
Angola,Lebanon,0
Angola,Lesotho,1
Angola,Liberia,0
Angola,Libya,0
Angola,Liechtenstein,0
Angola,Lithuania,0
Angola,Luxembourg,0
Angola,Macao,1
Angola,Madagascar,1
Angola,Malawi,0
Angola,Malaysia,0
Angola,Maldives,1
Angola,Mali,0
Angola,Malta,0
Angola,Marshall Islands,0
Angola,Mauritania,1
Angola,Mauritius,3
Angola,Mexico,0
Angola,Micronesia,3
Angola,Moldova,0
Angola,Monaco,0
Angola,Mongolia,0
Angola,Montenegro,0
Angola,Morocco,0
Angola,Mozambique,3
Angola,Myanmar,0
Angola,Namibia,3
Angola,Nauru,0
Angola,Nepal,1
Angola,Netherlands,0
Angola,New Zealand,0
Angola,Nicaragua,1
Angola,Niger,0
Angola,Nigeria,1
Angola,North Korea,0
Angola,North Macedonia,0
Angola,Norway,0
Angola,Oman,0
Angola,Pakistan,1
Angola,Palau,1
Angola,Palestine,0
Angola,Panama,3
Angola,Papua New Guinea,0
Angola,Paraguay,0
Angola,Peru,0
Angola,Philippines,3
Angola,Poland,0
Angola,Portugal,0
Angola,Qatar,1
Angola,Romania,0
Angola,Russian Federation,0
Angola,Rwanda,3
Angola,Saint Kitts and Nevis,0
Angola,Saint Lucia,0
Angola,Samoa,1
Angola,San Marino,0
Angola,Sao Tome and Principe,3
Angola,Saudi Arabia,0
Angola,Senegal,1
Angola,Serbia,0
Angola,Seychelles,1
Angola,Sierra Leone,0
Angola,Singapore,3
Angola,Slovakia,0
Angola,Slovenia,0
Angola,Solomon Islands,0
Angola,Somalia,1
Angola,South Africa,3
Angola,South Korea,0
Angola,South Sudan,0
Angola,Spain,0
Angola,Sri Lanka,2
Angola,Saint Vincent and the Grenadines,3
Angola,Sudan,0
Angola,Suriname,1
Angola,Sweden,0
Angola,Switzerland,0
Angola,Syria,0
Angola,Taiwan,0
Angola,Tajikistan,0
Angola,Tanzania,1
Angola,Thailand,0
Angola,Timor-Leste,1
Angola,Togo,1
Angola,Tonga,0
Angola,Trinidad and Tobago,0
Angola,Tunisia,3
Angola,Turkey,1
Angola,Turkmenistan,0
Angola,Tuvalu,1
Angola,Uganda,3
Angola,Ukraine,0
Angola,United Arab Emirates,0
Angola,United Kingdom,0
Angola,United States,0
Angola,Uruguay,0
Angola,Uzbekistan,1
Angola,Vanuatu,0
Angola,Vatican,0
Angola,Venezuela,0
Angola,Viet Nam,0
Angola,Yemen,0
Angola,Zambia,3
Angola,Zimbabwe,3
Antigua and Barbuda,Afghanistan,0
Antigua and Barbuda,Albania,3
Antigua and Barbuda,Algeria,0
Antigua and Barbuda,Andorra,3
Antigua and Barbuda,Angola,0
Antigua and Barbuda,Antigua and Barbuda,-1
Antigua and Barbuda,Argentina,0
Antigua and Barbuda,Armenia,1
Antigua and Barbuda,Australia,0
Antigua and Barbuda,Austria,3
Antigua and Barbuda,Azerbaijan,0
Antigua and Barbuda,Bahamas,3
Antigua and Barbuda,Bahrain,0
Antigua and Barbuda,Bangladesh,1
Antigua and Barbuda,Barbados,3
Antigua and Barbuda,Belarus,3
Antigua and Barbuda,Belgium,3
Antigua and Barbuda,Belize,3
Antigua and Barbuda,Benin,0
Antigua and Barbuda,Bhutan,0
Antigua and Barbuda,Bolivia,1
Antigua and Barbuda,Bosnia and Herzegovina,3
Antigua and Barbuda,Botswana,3
Antigua and Barbuda,Brazil,3
Antigua and Barbuda,Brunei,0
Antigua and Barbuda,Bulgaria,3
Antigua and Barbuda,Burkina Faso,0
Antigua and Barbuda,Burundi,0
Antigua and Barbuda,Cambodia,1
Antigua and Barbuda,Cameroon,0
Antigua and Barbuda,Canada,0
Antigua and Barbuda,Cape Verde,1
Antigua and Barbuda,Central African Republic,0
Antigua and Barbuda,Chad,0
Antigua and Barbuda,Chile,3
Antigua and Barbuda,China,0
Antigua and Barbuda,Colombia,3
Antigua and Barbuda,Comoros,1
Antigua and Barbuda,Congo,0
Antigua and Barbuda,DR Congo,0
Antigua and Barbuda,Costa Rica,3
Antigua and Barbuda,Ivory Coast,2
Antigua and Barbuda,Croatia,3
Antigua and Barbuda,Cuba,3
Antigua and Barbuda,Cyprus,3
Antigua and Barbuda,Czech Republic,3
Antigua and Barbuda,Denmark,3
Antigua and Barbuda,Djibouti,1
Antigua and Barbuda,Dominica,3
Antigua and Barbuda,Dominican Republic,3
Antigua and Barbuda,Ecuador,3
Antigua and Barbuda,Egypt,1
Antigua and Barbuda,El Salvador,3
Antigua and Barbuda,Equatorial Guinea,0
Antigua and Barbuda,Eritrea,0
Antigua and Barbuda,Estonia,3
Antigua and Barbuda,Swaziland,3
Antigua and Barbuda,Ethiopia,1
Antigua and Barbuda,Fiji,3
Antigua and Barbuda,Finland,3
Antigua and Barbuda,France,3
Antigua and Barbuda,Gabon,1
Antigua and Barbuda,Gambia,3
Antigua and Barbuda,Georgia,3
Antigua and Barbuda,Germany,3
Antigua and Barbuda,Ghana,0
Antigua and Barbuda,Greece,3
