Passport,Destination,Value
AO,DE,0
AO,GH,1
AO,GR,0
AO,GD,0
AO,GT,0
AO,GN,0
AO,GW,1
AO,GY,0
AO,HT,3
AO,HN,0
AO,HK,0
AO,HU,0
AO,IS,0
AO,IN,2
AO,ID,3
AO,IR,1
AO,IQ,0
AO,IE,0
AO,IL,0
AO,IT,0
AO,JM,0
AO,JP,0
AO,JO,0
AO,KZ,0
AO,KE,1
AO,KI,0
AO,XK,0
AO,KW,0
AO,KG,0
AO,LA,1
AO,LV,0
AO,LB,0
AO,LS,1
AO,LR,0
AO,LY,0
AO,LI,0
AO,LT,0
AO,LU,0
AO,MO,1
AO,MG,1
AO,MW,0
AO,MY,0
AO,MV,1
AO,ML,0
AO,MT,0
AO,MH,0
AO,MR,1
AO,MU,3
AO,MX,0
AO,FM,3
AO,MD,0
AO,MC,0
AO,MN,0
AO,ME,0
AO,MA,0
AO,MZ,3
AO,MM,0
AO,NA,3
AO,NR,0
AO,NP,1
AO,NL,0
AO,NZ,0
AO,NI,1
AO,NE,0
AO,NG,0
AO,KP,0
AO,MK,0
AO,NO,0
AO,OM,0
AO,PK,0
AO,PW,1
AO,PS,0
AO,PA,3
AO,PG,0
AO,PY,0
AO,PE,0
AO,PH,3
AO,PL,0
AO,PT,0
AO,QA,1
AO,RO,0
AO,RU,0
AO,RW,1
AO,KN,0
AO,LC,0
AO,WS,1
AO,SM,0
AO,ST,3
AO,SA,0
AO,SN,1
AO,RS,0
AO,SC,1
AO,SL,0
AO,SG,3
AO,SK,0
AO,SI,0
AO,SB,0
AO,SO,1
AO,ZA,3
AO,KR,0
AO,SS,0
AO,ES,0
AO,LK,2
AO,VC,3
AO,SD,0
AO,SR,0
AO,SE,0
AO,CH,0
AO,SY,0
AO,TW,0
AO,TJ,0
AO,TZ,1
AO,TH,0
AO,TL,1
AO,TG,1
AO,TO,0
AO,TT,0
AO,TN,3
AO,TR,0
AO,TM,0
AO,TV,1
AO,UG,3
AO,UA,0
AO,AE,0
AO,GB,0
AO,US,0
AO,UY,0
AO,UZ,1
AO,VU,0
AO,VA,0
AO,VE,0
AO,VN,0
AO,YE,0
AO,ZM,3
AO,ZW,3
AG,AF,0
AG,AL,3
AG,DZ,0
AG,AD,3
AG,AO,0
AG,AG,-1
AG,AR,0
AG,AM,1
AG,AU,0
AG,AT,3
AG,AZ,0
AG,BS,3
AG,BH,0
AG,BD,1
AG,BB,3
AG,BY,3
AG,BE,3
AG,BZ,3
AG,BJ,0
AG,BT,0
AG,BO,1
AG,BA,3
AG,BW,3
AG,BR,3
AG,BN,0
AG,BG,3
AG,BF,0
AG,BI,0
AG,KH,1
AG,CM,0
AG,CA,0
AG,CV,1
AG,CF,0
AG,TD,0
AG,CL,3
AG,CN,0
AG,CO,3
AG,KM,1
AG,CG,0
AG,CD,0
AG,CR,3
AG,CI,2
AG,HR,3
AG,CU,3
AG,CY,3
AG,CZ,3
AG,DK,3
AG,DJ,1
AG,DM,3
AG,DO,3
AG,EC,3
AG,EG,1
AG,SV,3
AG,GQ,0
AG,ER,0
AG,EE,3
AG,SZ,3
AG,ET,1
AG,FJ,3
AG,FI,3
AG,FR,3
AG,GA,1
AG,GM,3
AG,GE,3
AG,DE,3
AG,GH,0
AG,GR,3
AG,GD,3
AG,GT,3
AG,GN,0
AG,GW,1
AG,GY,3
AG,HT,3
AG,HN,3
AG,HK,3
AG,HU,3
AG,IS,3
AG,IN,2
AG,ID,3
AG,IR,1
AG,IQ,0
AG,IE,3
AG,IL,0
AG,IT,3
AG,JM,3
AG,JP,0
AG,JO,1
AG,KZ,0
AG,KE,1
AG,KI,3
AG,XK,3
AG,KW,0
AG,KG,0
AG,LA,1
AG,LV,3
AG,LB,1
AG,LS,3
AG,LR,0
AG,LY,0
AG,LI,3
AG,LT,3
AG,LU,3
AG,MO,1
AG,MG,1
AG,MW,3
AG,MY,3
AG,MV,1
AG,ML,0
AG,MT,3
AG,MH,0
AG,MR,1
AG,MU,3
AG,MX,0
AG,FM,3
AG,MD,3
AG,MC,3
AG,MN,0
AG,ME,3
AG,MA,0
AG,MZ,1
AG,MM,0
AG,NA,0
AG,NR,0
AG,NP,1
AG,NL,3
AG,NZ,0
AG,NI,3
AG,NE,0
AG,NG,0
AG,KP,0
AG,MK,3
AG,NO,3
AG,OM,0
AG,PK,0
AG,PW,1
AG,PS,3
AG,PA,3
AG,PG,0
AG,PY,0
AG,PE,3
AG,PH,3
AG,PL,3
AG,PT,3
AG,QA,3
AG,RO,3
AG,RU,0
AG,RW,1
AG,KN,3
AG,LC,3
AG,WS,1
AG,SM,3
AG,ST,0
AG,SA,0
AG,SN,0
AG,RS,3
AG,SC,1
AG,SL,0
AG,SG,3
AG,SK,3
AG,SI,3
AG,SB,1
AG,SO,1
AG,ZA,3
AG,KR,3
AG,SS,0
AG,ES,3
AG,LK,2
AG,VC,3
AG,SD,0
AG,SR,3
AG,SE,3
AG,CH,3
AG,SY,0
AG,TW,0
AG,TJ,0
AG,TZ,3
AG,TH,0
AG,TL,1
AG,TG,1
AG,TO,0
AG,TT,3
AG,TN,3
AG,TR,1
AG,TM,0
AG,TV,1
AG,UG,3
AG,UA,3
AG,AE,0
AG,GB,3
AG,US,0
AG,UY,0
AG,UZ,1
AG,VU,3
AG,VA,3
AG,VE,3
AG,VN,0
AG,YE,0
AG,ZM,3
AG,ZW,3
AR,AF,0
AR,AL,3
AR,DZ,0
AR,AD,3
AR,AO,1
AR,AG,3
AR,AR,-1
AR,AM,3
AR,AU,0
AR,AT,3
AR,AZ,1
AR,BS,3
AR,BH,1
AR,BD,1
AR,BB,3
AR,BY,3
AR,BE,3
AR,BZ,3
AR,BJ,0
AR,BT,0
AR,BO,3
AR,BA,3
AR,BW,3
AR,BR,3
AR,BN,0
AR,BG,3
AR,BF,1
AR,BI,0
AR,KH,1
AR,CM,0
AR,CA,0
AR,CV,1
AR,CF,0
AR,TD,0
AR,CL,3
AR,CN,0
AR,CO,3
AR,KM,1
AR,CG,0
AR,CD,0
AR,CR,3
AR,CI,2
AR,HR,3
AR,CU,1
AR,CY,3
AR,CZ,3
AR,DK,3
AR,DJ,1
AR,DM,3
AR,DO,3
AR,EC,3
AR,EG,1
AR,SV,3
AR,GQ,0
AR,ER,0
AR,EE,3
AR,SZ,3
AR,ET,1
AR,FJ,3
AR,FI,3
AR,FR,3
AR,GA,1
AR,GM,0
AR,GE,3
AR,DE,3
AR,GH,0
AR,GR,3
AR,GD,3
AR,GT,3
AR,GN,0
AR,GW,1
AR,GY,3
AR,HT,3
AR,HN,3
AR,HK,3
AR,HU,3
AR,IS,3
AR,IN,2
AR,ID,3
AR,IR,1
AR,IQ,0
AR,IE,3
AR,IL,3
AR,IT,3
AR,JM,3
AR,JP,3
AR,JO,1
AR,KZ,3
AR,KE,1
AR,KI,0
AR,XK,3
AR,KW,0
AR,KG,1
AR,LA,1
AR,LV,3
AR,LB,1
AR,LS,1
AR,LR,0
AR,LY,0
AR,LI,3
AR,LT,3
AR,LU,3
AR,MO,1
AR,MG,1
AR,MW,1
AR,MY,3
AR,MV,1
AR,ML,0
AR,MT,3
AR,MH,1
AR,MR,1
AR,MU,3
AR,MX,3
AR,FM,3
AR,MD,3
AR,MC,3
AR,MN,3
AR,ME,3
AR,MA,3
AR,MZ,1
AR,MM,1
AR,NA,0
AR,NR,0
AR,NP,1
AR,NL,3
AR,NZ,3
AR,NI,3
AR,NE,0
AR,NG,0
AR,KP,0
AR,MK,3
AR,NO,3
AR,OM,1
AR,PK,0
AR,PW,1
AR,PS,3
AR,PA,3
AR,PG,1
AR,PY,3
AR,PE,3
AR,PH,3
AR,PL,3
AR,PT,3
AR,QA,3
AR,RO,3
AR,RU,3
AR,RW,1
AR,KN,3
AR,LC,3
AR,WS,1
AR,SM,3
AR,ST,0
AR,SA,0
AR,SN,1
AR,RS,3
AR,SC,1
AR,SL,0
AR,SG,3
AR,SK,3
AR,SI,3
AR,SB,1
AR,SO,1
AR,ZA,3
AR,KR,3
AR,SS,0
AR,ES,3
AR,LK,2
AR,VC,3
AR,SD,0
AR,SR,3
AR,SE,3
AR,CH,3
AR,SY,0
AR,TW,0
AR,TJ,1
AR,TZ,1
AR,TH,3
AR,TL,1
AR,TG,1
AR,TO,0
AR,TT,3
AR,TN,3
AR,TR,3
AR,TM,0
AR,TV,1
AR,UG,1
AR,UA,3
AR,AE,3
AR,GB,3
AR,US,0
AR,UY,3
AR,UZ,3
AR,VU,3
AR,VA,3
AR,VE,3
AR,VN,1
AR,YE,0
AR,ZM,1
AR,ZW,1
AM,AF,0
AM,AL,3
AM,DZ,0
AM,AD,0
AM,AO,0
AM,AG,3
AM,AR,3
AM,AM,-1
AM,AU,0
AM,AT,0
AM,AZ,0
AM,BS,3
AM,BH,0
AM,BD,1
AM,BB,3
AM,BY,3
AM,BE,0
AM,BZ,0
AM,BJ,0
AM,BT,0
AM,BO,1
AM,BA,0
AM,BW,0
AM,BR,3
AM,BN,0
AM,BG,0
AM,BF,0
AM,BI,0
AM,KH,1
AM,CM,0
AM,CA,0
AM,CV,1
AM,CF,0
AM,TD,0
AM,CL,0
AM,CN,0
AM,CO,0
AM,KM,1
AM,CG,0
AM,CD,0
AM,CR,0
AM,CI,2
AM,HR,0
AM,CU,1
AM,CY,0
AM,CZ,0
AM,DK,0
AM,DJ,1
AM,DM,3
AM,DO,0
AM,EC,3
AM,EG,0
AM,SV,0
AM,GQ,0
AM,ER,0
AM,EE,0
AM,SZ,0
AM,ET,1
AM,FJ,0
AM,FI,0
AM,FR,0
AM,GA,1
AM,GM,0
AM,GE,3
AM,DE,0
AM,GH,0
AM,GR,0
AM,GD,0
AM,GT,0
AM,GN,0
AM,GW,1
AM,GY,0
AM,HT,3
AM,HN,0
AM,HK,3
AM,HU,0
AM,IS,0
AM,IN,2
AM,ID,3
AM,IR,3
AM,IQ,0
AM,IE,0
AM,IL,0
AM,IT,0
AM,JM,1
AM,JP,0
AM,JO,1
AM,KZ,3
AM,KE,0
AM,KI,0
AM,XK,0
AM,KW,0
AM,KG,3
AM,LA,1
AM,LV,0
AM,LB,1
AM,LS,1
AM,LR,0
AM,LY,0
AM,LI,0
AM,LT,0
AM,LU,0
AM,MO,3
AM,MG,1
AM,MW,1
AM,MY,3
AM,MV,1
AM,ML,0
AM,MT,0
AM,MH,0
AM,MR,1
AM,MU,1
AM,MX,0
AM,FM,3
AM,MD,3
AM,MC,0
AM,MN,0
AM,ME,0
AM,MA,0
AM,MZ,1
AM,MM,0
AM,NA,3
AM,NR,0
AM,NP,1
AM,NL,0
AM,NZ,0
AM,NI,0
AM,NE,0
AM,NG,0
AM,KP,0
AM,MK,0
AM,NO,0
AM,OM,0
AM,PK,0
AM,PW,1
AM,PS,3
AM,PA,3
AM,PG,0
AM,PY,0
AM,PE,0
AM,PH,0
AM,PL,0
AM,PT,0
AM,QA,1
AM,RO,0
AM,RU,3
AM,RW,1
AM,KN,0
AM,LC,0
AM,WS,1
AM,SM,0
AM,ST,0
AM,SA,0
AM,SN,1
AM,RS,0
AM,SC,1
AM,SL,0
AM,SG,0
AM,SK,0
AM,SI,0
AM,SB,0
AM,SO,1
AM,ZA,0
AM,KR,0
AM,SS,0
AM,ES,0
AM,LK,2
AM,VC,3
AM,SD,0
AM,SR,0
AM,SE,0
AM,CH,0
AM,SY,0
AM,TW,0
AM,TJ,3
AM,TZ,1
AM,TH,0
AM,TL,1
AM,TG,1
AM,TO,0
AM,TT,0
AM,TN,0
AM,TR,1
AM,TM,0
AM,TV,1
AM,UG,1
AM,UA,3
AM,AE,0
AM,GB,0
AM,US,0
AM,UY,3
AM,UZ,3
AM,VU,0
AM,VA,0
AM,VE,0
AM,VN,1
AM,YE,0
AM,ZM,0
AM,ZW,1
AU,AF,0
AU,AL,3
AU,DZ,0
AU,AD,3
AU,AO,1
AU,AG,3
AU,AR,3
AU,AM,3
AU,AU,-1
AU,AT,3
AU,AZ,1
AU,BS,3
AU,BH,1
AU,BD,1
AU,BB,3
AU,BY,3
AU,BE,3
AU,BZ,3
AU,BJ,0
AU,BT,0
AU,BO,3
AU,BA,3
AU,BW,3
AU,BR,0
AU,BN,1
AU,BG,3
AU,BF,1
AU,BI,0
AU,KH,1
AU,CM,0
AU,CA,2
AU,CV,1
AU,CF,0
AU,TD,0
AU,CL,3
AU,CN,0
AU,CO,3
AU,KM,1
AU,CG,0
AU,CD,0
AU,CR,3
AU,CI,2
AU,HR,3
AU,CU,1
AU,CY,3
AU,CZ,3
AU,DK,3
AU,DJ,1
AU,DM,3
AU,DO,3
AU,EC,3
AU,EG,1
AU,SV,3
AU,GQ,0
AU,ER,0
AU,EE,3
AU,SZ,3
AU,ET,1
AU,FJ,3
AU,FI,3
AU,FR,3
AU,GA,1
AU,GM,3
AU,GE,3
AU,DE,3
AU,GH,0
AU,GR,3
AU,GD,3
AU,GT,3
AU,GN,0
AU,GW,1
AU,GY,3
AU,HT,3
AU,HN,3
AU,HK,3
AU,HU,3
AU,IS,3
AU,IN,2
AU,ID,3
AU,IR,1
AU,IQ,0
AU,IE,3
AU,IL,3
AU,IT,3
AU,JM,3
AU,JP,3
AU,JO,1
AU,KZ,3
AU,KE,1
AU,KI,3
AU,XK,3
AU,KW,1
AU,KG,3
AU,LA,1
AU,LV,3
AU,LB,1
AU,LS,3
AU,LR,0
AU,LY,0
AU,LI,3
AU,LT,3
AU,LU,3
AU,MO,3
AU,MG,1
AU,MW,1
AU,MY,3
AU,MV,1
AU,ML,0
AU,MT,3
