Passport,Destination,Requirement
Albania,China,visa required
Albania,Colombia,90
Albania,Comoros,visa on arrival
Albania,Congo,visa required
Albania,DR Congo,e-visa
Albania,Costa Rica,visa required
Albania,Ivory Coast,e-visa
Albania,Croatia,90
Albania,Cuba,visa required
Albania,Cyprus,90
Albania,Czech Republic,90
Albania,Denmark,90
Albania,Djibouti,e-visa
Albania,Dominica,21
Albania,Dominican Republic,visa required
Albania,Ecuador,90
Albania,Egypt,visa on arrival
Albania,El Salvador,90
Albania,Equatorial Guinea,visa required
Albania,Eritrea,visa required
Albania,Estonia,90
Albania,Swaziland,visa required
Albania,Ethiopia,e-visa
Albania,Fiji,visa required
Albania,Finland,90
Albania,France,90
Albania,Gabon,e-visa
Albania,Gambia,90
Albania,Georgia,360
Albania,Germany,90
Albania,Ghana,visa required
Albania,Greece,90
Albania,Grenada,visa required
Albania,Guatemala,visa required
Albania,Guinea,e-visa
Albania,Guinea-Bissau,visa on arrival
Albania,Guyana,90
Albania,Haiti,90
Albania,Honduras,visa required
Albania,Hong Kong,14
Albania,Hungary,90
Albania,Iceland,90
Albania,India,e-visa
Albania,Indonesia,covid ban
Albania,Iran,e-visa
Albania,Iraq,visa required
Albania,Ireland,visa required
Albania,Israel,90
Albania,Italy,90
Albania,Jamaica,visa on arrival
Albania,Japan,visa required
Albania,Jordan,visa required
Albania,Kazakhstan,visa required
Albania,Kenya,e-visa
Albania,Kiribati,visa required
Albania,Kosovo,90
Albania,Kuwait,visa required
Albania,Kyrgyzstan,60
Albania,Laos,visa on arrival
Albania,Latvia,90
Albania,Lebanon,visa required
Albania,Lesotho,e-visa
Albania,Liberia,visa required
Albania,Libya,visa required
Albania,Liechtenstein,90
Albania,Lithuania,90
Albania,Luxembourg,90
Albania,Macao,covid ban
Albania,Madagascar,visa on arrival
Albania,Malawi,visa on arrival
Albania,Malaysia,90
Albania,Maldives,visa on arrival
Albania,Mali,visa required
Albania,Malta,90
Albania,Marshall Islands,covid ban
Albania,Mauritania,visa on arrival
Albania,Mauritius,visa on arrival
Albania,Mexico,visa required
Albania,Micronesia,covid ban
Albania,Moldova,90
Albania,Monaco,90
Albania,Mongolia,visa required
Albania,Montenegro,90
Albania,Morocco,visa required
Albania,Mozambique,visa on arrival
Albania,Myanmar,visa required
Albania,Namibia,visa required
Albania,Nauru,visa required
Albania,Nepal,visa on arrival
Albania,Netherlands,90
Albania,New Zealand,visa required
Albania,Nicaragua,visa required
Albania,Niger,visa required
Albania,Nigeria,visa on arrival
Albania,North Korea,visa required
Albania,North Macedonia,90
Albania,Norway,90
Albania,Oman,visa on arrival
Albania,Pakistan,e-visa
Albania,Palau,visa on arrival
Albania,Palestine,visa free
Albania,Panama,visa required
Albania,Papua New Guinea,visa required
Albania,Paraguay,visa required
Albania,Peru,visa required
Albania,Philippines,visa required
Albania,Poland,90
Albania,Portugal,90
Albania,Qatar,e-visa
Albania,Romania,90
Albania,Russia,visa required
Albania,Rwanda,visa on arrival
Albania,Saint Kitts and Nevis,e-visa
Albania,Saint Lucia,visa required
Albania,Samoa,visa on arrival
Albania,San Marino,90
Albania,Sao Tome and Principe,e-visa
Albania,Saudi Arabia,visa required
Albania,Senegal,visa required
Albania,Serbia,90
Albania,Seychelles,90
Albania,Sierra Leone,visa on arrival
Albania,Singapore,30
Albania,Slovakia,90
Albania,Slovenia,90
Albania,Solomon Islands,visa required
Albania,Somalia,visa on arrival
Albania,South Africa,visa required
Albania,South Korea,e-visa
Albania,South Sudan,e-visa
Albania,Spain,90
Albania,Sri Lanka,e-visa
Albania,Saint Vincent and the Grenadines,30
Albania,Sudan,visa required
Albania,Suriname,e-visa
Albania,Sweden,90
Albania,Switzerland,90
Albania,Syria,visa required
Albania,Taiwan,covid ban
Albania,Tajikistan,e-visa
Albania,Tanzania,visa on arrival
Albania,Thailand,visa required
Albania,Timor-Leste,visa on arrival
Albania,Togo,visa on arrival
Albania,Tonga,covid ban
Albania,Trinidad and Tobago,30
Albania,Tunisia,visa required
Albania,Turkey,90
Albania,Turkmenistan,visa required
Albania,Tuvalu,visa on arrival
Albania,Uganda,e-visa
Albania,Ukraine,90
Albania,United Arab Emirates,e-visa
Albania,United Kingdom,visa required
Albania,United States,visa required
Albania,Uruguay,visa required
Albania,Uzbekistan,e-visa
Albania,Vanuatu,covid ban
Albania,Vatican,90
Albania,Venezuela,visa required
Albania,Vietnam,visa required
Albania,Yemen,visa required
Albania,Zambia,visa on arrival
Albania,Zimbabwe,visa on arrival
Albania,Afghanistan,visa required
Algeria,Albania,e-visa
Algeria,Algeria,-1
Algeria,Andorra,visa required
Algeria,Angola,visa on arrival
Algeria,Antigua and Barbuda,e-visa
Algeria,Argentina,visa required
Algeria,Armenia,visa required
Algeria,Australia,e-visa
Algeria,Austria,visa required
Algeria,Azerbaijan,covid ban
Algeria,Bahamas,visa required
Algeria,Bahrain,e-visa
Algeria,Bangladesh,visa required
Algeria,Barbados,visa required
Algeria,Belarus,visa required
Algeria,Belgium,visa required
Algeria,Belize,visa required
Algeria,Benin,90
Algeria,Bhutan,visa required
Algeria,Bolivia,visa on arrival
Algeria,Bosnia and Herzegovina,visa required
Algeria,Botswana,e-visa
Algeria,Brazil,visa required
Algeria,Brunei,visa required
Algeria,Bulgaria,visa required
Algeria,Burkina Faso,visa required
Algeria,Burundi,visa on arrival
Algeria,Cambodia,e-visa
Algeria,Cameroon,covid ban
Algeria,Canada,visa required
Algeria,Cape Verde,visa on arrival
Algeria,Central African Republic,visa required
Algeria,Chad,visa required
Algeria,Chile,visa required
Algeria,China,visa required
Algeria,Colombia,e-visa
Algeria,Comoros,visa on arrival
Algeria,Congo,visa required
Algeria,DR Congo,e-visa
Algeria,Costa Rica,visa required
Algeria,Ivory Coast,e-visa
Algeria,Croatia,visa required
Algeria,Cuba,visa required
Algeria,Cyprus,visa required
Algeria,Czech Republic,visa required
Algeria,Denmark,visa required
Algeria,Djibouti,e-visa
Algeria,Dominica,21
Algeria,Dominican Republic,visa required
Algeria,Ecuador,90
Algeria,Egypt,visa required
Algeria,El Salvador,visa required
Algeria,Equatorial Guinea,visa required
Algeria,Eritrea,visa required
Algeria,Estonia,visa required
Algeria,Swaziland,visa required
Algeria,Ethiopia,visa on arrival
Algeria,Fiji,visa required
Algeria,Finland,visa required
Algeria,France,visa required
Algeria,Gabon,e-visa
Algeria,Gambia,90
Algeria,Georgia,visa required
Algeria,Germany,visa required
Algeria,Ghana,visa on arrival
Algeria,Greece,visa required
Algeria,Grenada,visa required
Algeria,Guatemala,visa required
Algeria,Guinea,visa free
Algeria,Guinea-Bissau,visa on arrival
Algeria,Guyana,visa on arrival
Algeria,Haiti,90
Algeria,Honduras,visa required
Algeria,Hong Kong,14
Algeria,Hungary,visa required
Algeria,Iceland,visa required
Algeria,India,visa required
Algeria,Indonesia,covid ban
Algeria,Iran,e-visa
Algeria,Iraq,visa required
Algeria,Ireland,visa required
Algeria,Israel,visa required
Algeria,Italy,visa required
Algeria,Jamaica,visa required
Algeria,Japan,covid ban
Algeria,Jordan,visa on arrival
Algeria,Kazakhstan,e-visa
Algeria,Kenya,e-visa
Algeria,Kiribati,visa required
Algeria,Kosovo,visa required
Algeria,Kuwait,visa required
Algeria,Kyrgyzstan,e-visa
Algeria,Laos,visa required
Algeria,Latvia,visa required
Algeria,Lebanon,visa on arrival
Algeria,Lesotho,e-visa
Algeria,Liberia,visa required
Algeria,Libya,visa required
Algeria,Liechtenstein,visa required
Algeria,Lithuania,visa required
Algeria,Luxembourg,visa required
Algeria,Macao,covid ban
Algeria,Madagascar,visa on arrival
Algeria,Malawi,e-visa
Algeria,Malaysia,90
Algeria,Maldives,visa on arrival
Algeria,Mali,30
Algeria,Malta,visa required
Algeria,Marshall Islands,covid ban
Algeria,Mauritania,90
Algeria,Mauritius,visa on arrival
Algeria,Mexico,visa required
Algeria,Micronesia,covid ban
Algeria,Moldova,e-visa
Algeria,Monaco,visa required
Algeria,Mongolia,visa required
Algeria,Montenegro,visa required
Algeria,Morocco,90
Algeria,Mozambique,visa on arrival
Algeria,Myanmar,visa required
Algeria,Namibia,visa required
Algeria,Nauru,visa required
Algeria,Nepal,visa on arrival
Algeria,Netherlands,visa required
Algeria,New Zealand,visa required
Algeria,Nicaragua,visa on arrival
Algeria,Niger,visa required
Algeria,Nigeria,visa on arrival
Algeria,North Korea,visa required
Algeria,North Macedonia,visa required
Algeria,Norway,visa required
Algeria,Oman,e-visa
Algeria,Pakistan,e-visa
Algeria,Palau,visa on arrival
Algeria,Palestine,visa free
Algeria,Panama,visa required
Algeria,Papua New Guinea,visa required
Algeria,Paraguay,visa required
Algeria,Peru,visa required
Algeria,Philippines,visa required
Algeria,Poland,visa required
Algeria,Portugal,visa required
Algeria,Qatar,e-visa
Algeria,Romania,visa required
Algeria,Russia,visa required
Algeria,Rwanda,visa on arrival
Algeria,Saint Kitts and Nevis,e-visa
Algeria,Saint Lucia,visa required
Algeria,Samoa,visa on arrival
Algeria,San Marino,visa required
Algeria,Sao Tome and Principe,e-visa
Algeria,Saudi Arabia,visa required
Algeria,Senegal,visa required
Algeria,Serbia,visa required
Algeria,Seychelles,90
Algeria,Sierra Leone,visa on arrival
Algeria,Singapore,e-visa
Algeria,Slovakia,visa required
Algeria,Slovenia,visa required
Algeria,Solomon Islands,visa required
Algeria,Somalia,visa on arrival
Algeria,South Africa,visa required
Algeria,South Korea,visa required
Algeria,South Sudan,e-visa
Algeria,Spain,visa required
Algeria,Sri Lanka,e-visa
Algeria,Saint Vincent and the Grenadines,30
Algeria,Sudan,visa required
Algeria,Suriname,e-visa
Algeria,Sweden,visa required
Algeria,Switzerland,visa required
Algeria,Syria,visa free
Algeria,Taiwan,covid ban
Algeria,Tajikistan,visa on arrival
Algeria,Tanzania,visa on arrival
Algeria,Thailand,visa required
Algeria,Timor-Leste,visa on arrival
Algeria,Togo,visa on arrival
Algeria,Tonga,covid ban
Algeria,Trinidad and Tobago,visa required
Algeria,Tunisia,90
Algeria,Turkey,visa required
Algeria,Turkmenistan,visa required
Algeria,Tuvalu,visa on arrival
Algeria,Uganda,e-visa
Algeria,Ukraine,visa required
Algeria,United Arab Emirates,e-visa
Algeria,United Kingdom,visa required
Algeria,United States,visa required
Algeria,Uruguay,visa required
Algeria,Uzbekistan,e-visa
Algeria,Vanuatu,covid ban
Algeria,Vatican,visa required
Algeria,Venezuela,visa required
Algeria,Vietnam,visa required
Algeria,Yemen,visa on arrival
Algeria,Zambia,e-visa
Algeria,Zimbabwe,visa on arrival
Algeria,Afghanistan,visa required
Andorra,Albania,90
Andorra,Algeria,visa required
Andorra,Andorra,-1
Andorra,Angola,visa on arrival
Andorra,Antigua and Barbuda,180
Andorra,Argentina,90
Andorra,Armenia,180
Andorra,Australia,e-visa
Andorra,Austria,90
Andorra,Azerbaijan,covid ban
Andorra,Bahamas,90
Andorra,Bahrain,visa on arrival
Andorra,Bangladesh,visa on arrival
Andorra,Barbados,visa required
Andorra,Belarus,30
Andorra,Belgium,90
Andorra,Belize,visa free
Andorra,Benin,e-visa
Andorra,Bhutan,visa required
Andorra,Bolivia,90
Andorra,Bosnia and Herzegovina,90
Andorra,Botswana,e-visa
Andorra,Brazil,90
Andorra,Brunei,visa required
Andorra,Bulgaria,90
Andorra,Burkina Faso,visa required
Andorra,Burundi,visa on arrival
Andorra,Cambodia,e-visa
Andorra,Cameroon,covid ban
Andorra,Canada,e-visa
Andorra,Cape Verde,30
Andorra,Central African Republic,visa required
Andorra,Chad,visa required
Andorra,Chile,90
Andorra,China,visa required
Andorra,Colombia,90
Andorra,Comoros,visa on arrival
Andorra,Congo,visa required
Andorra,DR Congo,e-visa
Andorra,Costa Rica,90
Andorra,Ivory Coast,e-visa
Andorra,Croatia,90
Andorra,Cuba,visa required
Andorra,Cyprus,90
Andorra,Czech Republic,90
Andorra,Denmark,90
Andorra,Djibouti,e-visa
Andorra,Dominica,21
Andorra,Dominican Republic,visa free
Andorra,Ecuador,90
Andorra,Egypt,visa on arrival
Andorra,El Salvador,90
Andorra,Equatorial Guinea,visa required
Andorra,Eritrea,visa required
Andorra,Estonia,90
Andorra,Swaziland,30
Andorra,Ethiopia,e-visa
Andorra,Fiji,visa required
Andorra,Finland,90
Andorra,France,90
Andorra,Gabon,e-visa
Andorra,Gambia,90
Andorra,Georgia,360
Andorra,Germany,90
Andorra,Ghana,visa required
Andorra,Greece,90
Andorra,Grenada,visa required
Andorra,Guatemala,90
Andorra,Guinea,e-visa
Andorra,Guinea-Bissau,visa on arrival
Andorra,Guyana,visa on arrival
Andorra,Haiti,90
Andorra,Honduras,90
Andorra,Hong Kong,90
Andorra,Hungary,90
Andorra,Iceland,90
Andorra,India,e-visa
Andorra,Indonesia,covid ban
Andorra,Iran,e-visa
Andorra,Iraq,visa required
Andorra,Ireland,90
Andorra,Israel,90
Andorra,Italy,90
Andorra,Jamaica,visa on arrival
Andorra,Japan,90
Andorra,Jordan,visa on arrival
Andorra,Kazakhstan,e-visa
Andorra,Kenya,e-visa
Andorra,Kiribati,visa required
Andorra,Kosovo,90
Andorra,Kuwait,e-visa
Andorra,Kyrgyzstan,visa on arrival
Andorra,Laos,visa on arrival
Andorra,Latvia,90
Andorra,Lebanon,visa on arrival
Andorra,Lesotho,e-visa
Andorra,Liberia,visa required
Andorra,Libya,visa required
Andorra,Liechtenstein,90
Andorra,Lithuania,90
Andorra,Luxembourg,90
Andorra,Macao,covid ban
Andorra,Madagascar,visa on arrival
Andorra,Malawi,visa on arrival
Andorra,Malaysia,30
Andorra,Maldives,visa on arrival
Andorra,Mali,visa required
Andorra,Malta,90
Andorra,Marshall Islands,covid ban
Andorra,Mauritania,visa on arrival
Andorra,Mauritius,visa on arrival
Andorra,Mexico,180
Andorra,Micronesia,covid ban
Andorra,Moldova,90
Andorra,Monaco,90
Andorra,Mongolia,visa required
Andorra,Montenegro,90
Andorra,Morocco,90
Andorra,Mozambique,visa on arrival
Andorra,Myanmar,visa required
Andorra,Namibia,visa required
Andorra,Nauru,visa required
Andorra,Nepal,visa on arrival
Andorra,Netherlands,90
Andorra,New Zealand,e-visa
Andorra,Nicaragua,90
Andorra,Niger,visa required
Andorra,Nigeria,visa on arrival
Andorra,North Korea,visa required
Andorra,North Macedonia,90
Andorra,Norway,90
Andorra,Oman,visa on arrival
Andorra,Pakistan,e-visa
Andorra,Palau,visa on arrival
Andorra,Palestine,visa free
Andorra,Panama,90
Andorra,Papua New Guinea,visa on arrival
Andorra,Paraguay,90
Andorra,Peru,180
Andorra,Philippines,30
Andorra,Poland,90
Andorra,Portugal,90
Andorra,Qatar,30
Andorra,Romania,90
Andorra,Russia,90
Andorra,Rwanda,visa on arrival
Andorra,Saint Kitts and Nevis,e-visa
Andorra,Saint Lucia,42
Andorra,Samoa,visa on arrival
Andorra,San Marino,90
Andorra,Sao Tome and Principe,15
Andorra,Saudi Arabia,visa on arrival
Andorra,Senegal,visa required
Andorra,Serbia,90
Andorra,Seychelles,90
Andorra,Sierra Leone,visa on arrival
Andorra,Singapore,30
Andorra,Slovakia,90
Andorra,Slovenia,90
Andorra,Solomon Islands,visa on arrival
Andorra,Somalia,visa on arrival
Andorra,South Africa,90
Andorra,South Korea,e-visa
Andorra,South Sudan,e-visa
Andorra,Spain,90
Andorra,Sri Lanka,e-visa
Andorra,Saint Vincent and the Grenadines,30
Andorra,Sudan,visa required
Andorra,Suriname,e-visa
Andorra,Sweden,90
Andorra,Switzerland,90
Andorra,Syria,visa required
Andorra,Taiwan,covid ban
Andorra,Tajikistan,visa on arrival
Andorra,Tanzania,visa on arrival
Andorra,Thailand,30
Andorra,Timor-Leste,visa on arrival
Andorra,Togo,visa on arrival
Andorra,Tonga,covid ban
Andorra,Trinidad and Tobago,visa required
Andorra,Tunisia,90
Andorra,Turkey,90
Andorra,Turkmenistan,visa required
Andorra,Tuvalu,visa on arrival
Andorra,Uganda,e-visa
Andorra,Ukraine,90
Andorra,United Arab Emirates,visa on arrival
Andorra,United Kingdom,180
Andorra,United States,e-visa
Andorra,Uruguay,90
Andorra,Uzbekistan,30
Andorra,Vanuatu,covid ban
Andorra,Vatican,90
Andorra,Venezuela,90
Andorra,Vietnam,e-visa
Andorra,Yemen,visa required
Andorra,Zambia,visa on arrival
Andorra,Zimbabwe,visa on arrival
Andorra,Afghanistan,visa required
Angola,Albania,e-visa
Angola,Algeria,visa required
Angola,Andorra,visa required
Angola,Angola,-1
Angola,Antigua and Barbuda,e-visa
Angola,Argentina,visa required
Angola,Armenia,visa required
Angola,Australia,e-visa
Angola,Austria,visa required
Angola,Azerbaijan,covid ban
Angola,Bahamas,visa required
Angola,Bahrain,e-visa
Angola,Bangladesh,visa on arrival
Angola,Barbados,visa required
Angola,Belarus,visa required
Angola,Belgium,visa required
Angola,Belize,visa required
Angola,Benin,90
Angola,Bhutan,visa required
Angola,Bolivia,visa on arrival
Angola,Bosnia and Herzegovina,visa required
Angola,Botswana,90
Angola,Brazil,visa required
Angola,Brunei,visa required
Angola,Bulgaria,visa required
Angola,Burkina Faso,visa required
Angola,Burundi,visa on arrival
Angola,Cambodia,e-visa
Angola,Cameroon,covid ban
Angola,Canada,visa required
Angola,Cape Verde,visa free
Angola,Central African Republic,visa required
Angola,Chad,visa required
Angola,Chile,visa required
Angola,China,visa required
Angola,Colombia,e-visa
Angola,Comoros,visa on arrival
Angola,Congo,visa required
Angola,DR Congo,e-visa
Angola,Costa Rica,visa required
Angola,Ivory Coast,e-visa
Angola,Croatia,visa required
Angola,Cuba,visa required
Angola,Cyprus,visa required
Angola,Czech Republic,visa required
Angola,Denmark,visa required
Angola,Djibouti,e-visa
Angola,Dominica,21
Angola,Dominican Republic,visa required
Angola,Ecuador,e-visa
Angola,Egypt,visa required
Angola,El Salvador,visa required
Angola,Equatorial Guinea,visa required
Angola,Eritrea,visa required
Angola,Estonia,visa required
Angola,Swaziland,visa required
Angola,Ethiopia,visa on arrival
Angola,Fiji,visa required
Angola,Finland,visa required
Angola,France,visa required
Angola,Gabon,e-visa
Angola,Gambia,90
Angola,Georgia,e-visa
Angola,Germany,visa required
Angola,Ghana,visa on arrival
Angola,Greece,visa required
Angola,Grenada,visa required
Angola,Guatemala,visa required
Angola,Guinea,e-visa
Angola,Guinea-Bissau,visa on arrival
Angola,Guyana,visa on arrival
Angola,Haiti,90
Angola,Honduras,visa required
Angola,Hong Kong,visa required
Angola,Hungary,visa required
Angola,Iceland,visa required
Angola,India,e-visa
Angola,Indonesia,covid ban
Angola,Iran,e-visa
Angola,Iraq,visa required
Angola,Ireland,visa required
Angola,Israel,visa required
Angola,Italy,visa required
Angola,Jamaica,visa required
Angola,Japan,covid ban
Angola,Jordan,visa required
Angola,Kazakhstan,e-visa
Angola,Kenya,e-visa
Angola,Kiribati,visa required
Angola,Kosovo,visa required
Angola,Kuwait,visa required
Angola,Kyrgyzstan,e-visa
Angola,Laos,visa on arrival
Angola,Latvia,visa required
Angola,Lebanon,visa required
Angola,Lesotho,e-visa
Angola,Liberia,visa required
Angola,Libya,visa required
Angola,Liechtenstein,visa required
Angola,Lithuania,visa required
Angola,Luxembourg,visa required
Angola,Macao,covid ban
Angola,Madagascar,visa on arrival
Angola,Malawi,e-visa
Angola,Malaysia,visa required
Angola,Maldives,visa on arrival
Angola,Mali,visa required
Angola,Malta,visa required
Angola,Marshall Islands,covid ban
Angola,Mauritania,visa on arrival
Angola,Mauritius,90
Angola,Mexico,visa required
Angola,Micronesia,covid ban
Angola,Moldova,e-visa
Angola,Monaco,visa required
Angola,Mongolia,visa required
Angola,Montenegro,visa required
Angola,Morocco,visa required
Angola,Mozambique,30
Angola,Myanmar,visa required
Angola,Namibia,90
Angola,Nauru,visa required
Angola,Nepal,visa on arrival
Angola,Netherlands,visa required
Angola,New Zealand,visa required
Angola,Nicaragua,visa on arrival
Angola,Niger,visa required
Angola,Nigeria,visa on arrival
Angola,North Korea,visa required
Angola,North Macedonia,visa required
Angola,Norway,visa required
Angola,Oman,e-visa
