Passport,Destination,Code
Afghanistan,Russia,VR
Afghanistan,Rwanda,ETA
Afghanistan,Saint Kitts and Nevis,VR
Afghanistan,Saint Lucia,VR
Afghanistan,Samoa,ETA
Afghanistan,San Marino,VR
Afghanistan,Sao Tome and Principe,VR
Afghanistan,Saudi Arabia,VR
Afghanistan,Senegal,ETA
Afghanistan,Serbia,VR
Afghanistan,Seychelles,ETA
Afghanistan,Sierra Leone,VR
Afghanistan,Singapore,VR
Afghanistan,Slovakia,VR
Afghanistan,Slovenia,VR
Afghanistan,Solomon Islands,VR
Afghanistan,Somalia,ETA
Afghanistan,South Africa,VR
Afghanistan,South Korea,VR
Afghanistan,South Sudan,VR
Afghanistan,Spain,VR
Afghanistan,Sri Lanka,VR
Afghanistan,Saint Vincent and the Grenadines,30
Afghanistan,Sudan,VR
Afghanistan,Suriname,ETA
Afghanistan,Sweden,VR
Afghanistan,Switzerland,VR
Afghanistan,Syria,VR
Afghanistan,Taiwan,VR
Afghanistan,Tajikistan,VR
Afghanistan,Tanzania,VR
Afghanistan,Thailand,VR
Afghanistan,Timor-Leste,ETA
Afghanistan,Togo,ETA
Afghanistan,Tonga,VR
Afghanistan,Trinidad and Tobago,VR
Afghanistan,Tunisia,VR
Afghanistan,Turkey,VR
Afghanistan,Turkmenistan,VR
Afghanistan,Tuvalu,ETA
Afghanistan,Uganda,ETA
Afghanistan,Ukraine,VR
Afghanistan,United Arab Emirates,VR
Afghanistan,United Kingdom,VR
Afghanistan,United States,VR
Afghanistan,Uruguay,VR
Afghanistan,Uzbekistan,VR
Afghanistan,Vanuatu,VR
Afghanistan,Vatican,VR
Afghanistan,Venezuela,VR
Afghanistan,Vietnam,VR
Afghanistan,Yemen,VR
Afghanistan,Zambia,VR
Afghanistan,Zimbabwe,VR
Albania,Afghanistan,VR
Albania,Algeria,VR
Albania,Andorra,90
Albania,Angola,VR
Albania,Antigua and Barbuda,180
Albania,Argentina,VR
Albania,Armenia,180
Albania,Australia,VR
Albania,Austria,90
Albania,Azerbaijan,ETA
Albania,Bahamas,VR
Albania,Bahrain,VR
Albania,Bangladesh,ETA
Albania,Barbados,28
Albania,Belarus,30
Albania,Belgium,90
Albania,Belize,VR
Albania,Benin,VR
Albania,Bhutan,VR
Albania,Bolivia,ETA
Albania,Bosnia and Herzegovina,90
Albania,Botswana,VR
Albania,Brazil,90
Albania,Brunei,VR
Albania,Bulgaria,90
Albania,Burkina Faso,VR
Albania,Burundi,VR
Albania,Cambodia,ETA
Albania,Cameroon,VR
Albania,Canada,VR
Albania,Cape Verde,ETA
Albania,Central African Republic,VR
Albania,Chad,VR
Albania,Chile,90
Albania,China,VR
Albania,Colombia,90
Albania,Comoros,ETA
Albania,Congo,VR
Albania,DR Congo,VR
Albania,Costa Rica,VR
Albania,Ivory Coast,VOA
Albania,Croatia,90
Albania,Cuba,ETA
Albania,Cyprus,90
Albania,Czech Republic,90
Albania,Denmark,90
Albania,Djibouti,ETA
Albania,Dominica,21
Albania,Dominican Republic,VF
Albania,Ecuador,90
Albania,Egypt,ETA
Albania,El Salvador,90
Albania,Equatorial Guinea,VR
Albania,Eritrea,VR
Albania,Estonia,90
Albania,Swaziland,VR
Albania,Ethiopia,ETA
Albania,Fiji,VR
Albania,Finland,90
Albania,France,90
Albania,Gabon,ETA
Albania,Gambia,90
Albania,Georgia,360
Albania,Germany,90
Albania,Ghana,VR
Albania,Greece,90
Albania,Grenada,VR
Albania,Guatemala,VR
Albania,Guinea,ETA
Albania,Guinea-Bissau,ETA
Albania,Guyana,VR
Albania,Haiti,90
Albania,Honduras,VR
Albania,Hong Kong,14
Albania,Hungary,90
Albania,Iceland,90
Albania,India,VOA
Albania,Indonesia,30
Albania,Iran,ETA
Albania,Iraq,VR
Albania,Ireland,VR
Albania,Israel,90
Albania,Italy,90
Albania,Jamaica,ETA
Albania,Japan,VR
Albania,Jordan,VR
Albania,Kazakhstan,VR
Albania,Kenya,ETA
Albania,Kiribati,VR
Albania,Kosovo,90
Albania,Kuwait,VR
Albania,Kyrgyzstan,ETA
Albania,Laos,ETA
Albania,Latvia,90
Albania,Lebanon,VR
Albania,Lesotho,ETA
Albania,Liberia,VR
Albania,Libya,VR
Albania,Liechtenstein,90
Albania,Lithuania,90
Albania,Luxembourg,90
Albania,Macao,90
Albania,Madagascar,ETA
Albania,Malawi,ETA
Albania,Malaysia,90
Albania,Maldives,ETA
Albania,Mali,VR
Albania,Malta,90
Albania,Marshall Islands,VR
Albania,Mauritania,ETA
Albania,Mauritius,ETA
Albania,Mexico,VR
Albania,Micronesia,30
Albania,Moldova,90
Albania,Monaco,90
Albania,Mongolia,VR
Albania,Montenegro,90
Albania,Morocco,VR
Albania,Mozambique,ETA
Albania,Myanmar,ETA
Albania,Namibia,VR
Albania,Nauru,VR
Albania,Nepal,ETA
Albania,Netherlands,90
Albania,New Zealand,VR
Albania,Nicaragua,VR
Albania,Niger,VR
Albania,Nigeria,ETA
Albania,North Korea,VR
Albania,North Macedonia,90
Albania,Norway,90
Albania,Oman,ETA
Albania,Pakistan,VR
Albania,Palau,ETA
Albania,Palestine,VF
Albania,Panama,VR
Albania,Papua New Guinea,VR
Albania,Paraguay,VR
Albania,Peru,VR
Albania,Philippines,VR
Albania,Poland,90
Albania,Portugal,90
Albania,Qatar,ETA
Albania,Romania,90
Albania,Russia,VR
Albania,Rwanda,ETA
Albania,Saint Kitts and Nevis,VR
Albania,Saint Lucia,VR
Albania,Samoa,ETA
Albania,San Marino,90
Albania,Sao Tome and Principe,VR
Albania,Saudi Arabia,VR
Albania,Senegal,ETA
Albania,Serbia,90
Albania,Seychelles,ETA
Albania,Sierra Leone,VR
Albania,Singapore,30
Albania,Slovakia,90
Albania,Slovenia,90
Albania,Solomon Islands,VR
Albania,Somalia,ETA
Albania,South Africa,VR
Albania,South Korea,30
Albania,South Sudan,VR
Albania,Spain,90
Albania,Sri Lanka,VOA
Albania,Saint Vincent and the Grenadines,30
Albania,Sudan,VR
Albania,Suriname,ETA
Albania,Sweden,90
Albania,Switzerland,90
Albania,Syria,VR
Albania,Taiwan,VR
Albania,Tajikistan,VR
Albania,Tanzania,ETA
Albania,Thailand,VR
Albania,Timor-Leste,ETA
Albania,Togo,ETA
Albania,Tonga,VR
Albania,Trinidad and Tobago,30
Albania,Tunisia,VR
Albania,Turkey,90
Albania,Turkmenistan,VR
Albania,Tuvalu,ETA
Albania,Uganda,ETA
Albania,Ukraine,90
Albania,United Arab Emirates,VR
Albania,United Kingdom,VR
Albania,United States,VR
Albania,Uruguay,VR
Albania,Uzbekistan,ETA
Albania,Vanuatu,VR
Albania,Vatican,90
Albania,Venezuela,VR
Albania,Vietnam,VR
Albania,Yemen,VR
Albania,Zambia,ETA
Albania,Zimbabwe,ETA
Algeria,Afghanistan,VR
Algeria,Albania,VR
Algeria,Andorra,VR
Algeria,Angola,ETA
Algeria,Antigua and Barbuda,VR
Algeria,Argentina,VR
Algeria,Armenia,VR
Algeria,Australia,VR
Algeria,Austria,VR
Algeria,Azerbaijan,ETA
Algeria,Bahamas,VR
Algeria,Bahrain,VR
Algeria,Bangladesh,VR
Algeria,Barbados,VR
Algeria,Belarus,VR
Algeria,Belgium,VR
Algeria,Belize,VR
Algeria,Benin,90
Algeria,Bhutan,VR
Algeria,Bolivia,ETA
Algeria,Bosnia and Herzegovina,VR
Algeria,Botswana,VR
Algeria,Brazil,VR
Algeria,Brunei,VR
Algeria,Bulgaria,VR
Algeria,Burkina Faso,VR
Algeria,Burundi,VR
Algeria,Cambodia,ETA
Algeria,Cameroon,VR
Algeria,Canada,VR
Algeria,Cape Verde,ETA
Algeria,Central African Republic,VR
Algeria,Chad,VR
Algeria,Chile,VR
Algeria,China,VR
Algeria,Colombia,VR
Algeria,Comoros,ETA
Algeria,Congo,VR
Algeria,DR Congo,VR
Algeria,Costa Rica,VR
Algeria,Ivory Coast,VOA
Algeria,Croatia,VR
Algeria,Cuba,ETA
Algeria,Cyprus,VR
Algeria,Czech Republic,VR
Algeria,Denmark,VR
Algeria,Djibouti,ETA
Algeria,Dominica,21
Algeria,Dominican Republic,VR
Algeria,Ecuador,90
Algeria,Egypt,VR
Algeria,El Salvador,VR
Algeria,Equatorial Guinea,VR
Algeria,Eritrea,VR
Algeria,Estonia,VR
Algeria,Swaziland,VR
Algeria,Ethiopia,ETA
Algeria,Fiji,VR
Algeria,Finland,VR
Algeria,France,VR
Algeria,Gabon,ETA
Algeria,Gambia,90
Algeria,Georgia,VR
Algeria,Germany,VR
Algeria,Ghana,ETA
Algeria,Greece,VR
Algeria,Grenada,VR
Algeria,Guatemala,VR
Algeria,Guinea,VF
Algeria,Guinea-Bissau,ETA
Algeria,Guyana,VR
Algeria,Haiti,90
Algeria,Honduras,VR
Algeria,Hong Kong,14
Algeria,Hungary,VR
Algeria,Iceland,VR
Algeria,India,VR
Algeria,Indonesia,30
Algeria,Iran,ETA
Algeria,Iraq,VR
Algeria,Ireland,VR
Algeria,Israel,VR
Algeria,Italy,VR
Algeria,Jamaica,VR
Algeria,Japan,VR
Algeria,Jordan,ETA
Algeria,Kazakhstan,VR
Algeria,Kenya,ETA
Algeria,Kiribati,VR
Algeria,Kosovo,VR
Algeria,Kuwait,VR
Algeria,Kyrgyzstan,VR
Algeria,Laos,VR
Algeria,Latvia,VR
Algeria,Lebanon,ETA
Algeria,Lesotho,ETA
Algeria,Liberia,VR
Algeria,Libya,VR
Algeria,Liechtenstein,VR
Algeria,Lithuania,VR
Algeria,Luxembourg,VR
Algeria,Macao,ETA
Algeria,Madagascar,ETA
Algeria,Malawi,ETA
Algeria,Malaysia,90
Algeria,Maldives,ETA
Algeria,Mali,30
Algeria,Malta,VR
Algeria,Marshall Islands,VR
Algeria,Mauritania,90
Algeria,Mauritius,ETA
Algeria,Mexico,VR
Algeria,Micronesia,30
Algeria,Moldova,VR
Algeria,Monaco,VR
Algeria,Mongolia,VR
Algeria,Montenegro,VR
Algeria,Morocco,90
Algeria,Mozambique,ETA
Algeria,Myanmar,ETA
Algeria,Namibia,VR
Algeria,Nauru,VR
Algeria,Nepal,ETA
Algeria,Netherlands,VR
Algeria,New Zealand,VR
Algeria,Nicaragua,ETA
Algeria,Niger,VR
Algeria,Nigeria,ETA
Algeria,North Korea,VR
Algeria,North Macedonia,VR
Algeria,Norway,VR
Algeria,Oman,VR
Algeria,Pakistan,VR
Algeria,Palau,ETA
Algeria,Palestine,VF
Algeria,Panama,VR
Algeria,Papua New Guinea,VR
Algeria,Paraguay,VR
Algeria,Peru,VR
Algeria,Philippines,VR
Algeria,Poland,VR
Algeria,Portugal,VR
Algeria,Qatar,ETA
Algeria,Romania,VR
Algeria,Russia,VR
Algeria,Rwanda,ETA
Algeria,Saint Kitts and Nevis,VR
Algeria,Saint Lucia,VR
Algeria,Samoa,ETA
Algeria,San Marino,VR
Algeria,Sao Tome and Principe,VR
Algeria,Saudi Arabia,VR
Algeria,Senegal,ETA
Algeria,Serbia,VR
Algeria,Seychelles,ETA
Algeria,Sierra Leone,VR
Algeria,Singapore,VR
Algeria,Slovakia,VR
Algeria,Slovenia,VR
Algeria,Solomon Islands,VR
Algeria,Somalia,ETA
Algeria,South Africa,VR
Algeria,South Korea,VR
Algeria,South Sudan,VR
Algeria,Spain,VR
Algeria,Sri Lanka,VOA
Algeria,Saint Vincent and the Grenadines,30
Algeria,Sudan,VR
Algeria,Suriname,ETA
Algeria,Sweden,VR
Algeria,Switzerland,VR
Algeria,Syria,VF
Algeria,Taiwan,VR
Algeria,Tajikistan,ETA
Algeria,Tanzania,ETA
Algeria,Thailand,VR
Algeria,Timor-Leste,ETA
Algeria,Togo,ETA
Algeria,Tonga,VR
Algeria,Trinidad and Tobago,VR
Algeria,Tunisia,VF
Algeria,Turkey,VR
Algeria,Turkmenistan,VR
Algeria,Tuvalu,ETA
Algeria,Uganda,ETA
Algeria,Ukraine,VR
Algeria,United Arab Emirates,VR
Algeria,United Kingdom,VR
Algeria,United States,VR
Algeria,Uruguay,VR
Algeria,Uzbekistan,ETA
Algeria,Vanuatu,VR
Algeria,Vatican,VR
Algeria,Venezuela,VR
Algeria,Vietnam,VR
Algeria,Yemen,ETA
Algeria,Zambia,VR
Algeria,Zimbabwe,ETA
Andorra,Afghanistan,VR
Andorra,Albania,90
Andorra,Algeria,VR
Andorra,Angola,VR
Andorra,Antigua and Barbuda,180
Andorra,Argentina,90
Andorra,Armenia,180
Andorra,Australia,VOA
Andorra,Austria,90
Andorra,Azerbaijan,ETA
Andorra,Bahamas,90
Andorra,Bahrain,ETA
Andorra,Bangladesh,ETA
Andorra,Barbados,VR
Andorra,Belarus,30
Andorra,Belgium,90
Andorra,Belize,VF
Andorra,Benin,VR
Andorra,Bhutan,VR
Andorra,Bolivia,90
Andorra,Bosnia and Herzegovina,90
Andorra,Botswana,VR
Andorra,Brazil,90
Andorra,Brunei,VR
Andorra,Bulgaria,90
Andorra,Burkina Faso,VR
Andorra,Burundi,VR
Andorra,Cambodia,ETA
Andorra,Cameroon,VR
Andorra,Canada,VOA
Andorra,Cape Verde,30
Andorra,Central African Republic,VR
Andorra,Chad,VR
Andorra,Chile,90
Andorra,China,VR
Andorra,Colombia,90
Andorra,Comoros,ETA
Andorra,Congo,VR
Andorra,DR Congo,VR
Andorra,Costa Rica,90
Andorra,Ivory Coast,VOA
Andorra,Croatia,90
Andorra,Cuba,ETA
Andorra,Cyprus,90
Andorra,Czech Republic,90
Andorra,Denmark,90
Andorra,Djibouti,ETA
Andorra,Dominica,21
Andorra,Dominican Republic,VF
Andorra,Ecuador,90
Andorra,Egypt,ETA
Andorra,El Salvador,90
Andorra,Equatorial Guinea,VR
Andorra,Eritrea,VR
Andorra,Estonia,90
Andorra,Swaziland,30
Andorra,Ethiopia,ETA
Andorra,Fiji,VR
Andorra,Finland,90
Andorra,France,90
Andorra,Gabon,ETA
Andorra,Gambia,90
Andorra,Georgia,360
Andorra,Germany,90
Andorra,Ghana,VR
Andorra,Greece,90
Andorra,Grenada,VR
Andorra,Guatemala,90
Andorra,Guinea,ETA
Andorra,Guinea-Bissau,ETA
Andorra,Guyana,VR
Andorra,Haiti,90
Andorra,Honduras,90
Andorra,Hong Kong,90
Andorra,Hungary,90
Andorra,Iceland,90
Andorra,India,VOA
Andorra,Indonesia,30
Andorra,Iran,ETA
Andorra,Iraq,VR
Andorra,Ireland,VF
Andorra,Israel,90
Andorra,Italy,90
Andorra,Jamaica,ETA
Andorra,Japan,90
Andorra,Jordan,ETA
Andorra,Kazakhstan,VR
Andorra,Kenya,ETA
Andorra,Kiribati,VR
Andorra,Kosovo,90
Andorra,Kuwait,ETA
Andorra,Kyrgyzstan,60
Andorra,Laos,ETA
Andorra,Latvia,90
Andorra,Lebanon,ETA
Andorra,Lesotho,ETA
Andorra,Liberia,VR
Andorra,Libya,VR
Andorra,Liechtenstein,90
Andorra,Lithuania,90
Andorra,Luxembourg,90
Andorra,Macao,90
Andorra,Madagascar,ETA
Andorra,Malawi,ETA
Andorra,Malaysia,30
Andorra,Maldives,ETA
Andorra,Mali,VR
Andorra,Malta,90
Andorra,Marshall Islands,ETA
Andorra,Mauritania,ETA
Andorra,Mauritius,ETA
Andorra,Mexico,180
Andorra,Micronesia,30
Andorra,Moldova,90
Andorra,Monaco,90
Andorra,Mongolia,VR
Andorra,Montenegro,90
Andorra,Morocco,90
Andorra,Mozambique,ETA
Andorra,Myanmar,VR
Andorra,Namibia,VR
Andorra,Nauru,VR
Andorra,Nepal,ETA
Andorra,Netherlands,90
Andorra,New Zealand,VOA
Andorra,Nicaragua,90
Andorra,Niger,VR
Andorra,Nigeria,ETA
Andorra,North Korea,VR
Andorra,North Macedonia,90
Andorra,Norway,90
Andorra,Oman,ETA
Andorra,Pakistan,VR
Andorra,Palau,ETA
Andorra,Palestine,VF
Andorra,Panama,180
Andorra,Papua New Guinea,ETA
Andorra,Paraguay,90
Andorra,Peru,180
Andorra,Philippines,30
Andorra,Poland,90
Andorra,Portugal,90
Andorra,Qatar,30
Andorra,Romania,90
Andorra,Russia,VR
Andorra,Rwanda,ETA
Andorra,Saint Kitts and Nevis,VR
Andorra,Saint Lucia,42
Andorra,Samoa,ETA
Andorra,San Marino,90
Andorra,Sao Tome and Principe,15
Andorra,Saudi Arabia,ETA
Andorra,Senegal,ETA
Andorra,Serbia,90
Andorra,Seychelles,ETA
Andorra,Sierra Leone,VR
Andorra,Singapore,30
Andorra,Slovakia,90
Andorra,Slovenia,90
Andorra,Solomon Islands,ETA
Andorra,Somalia,ETA
Andorra,South Africa,90
Andorra,South Korea,30
Andorra,South Sudan,VR
Andorra,Spain,90
Andorra,Sri Lanka,VOA
Andorra,Saint Vincent and the Grenadines,30
Andorra,Sudan,VR
Andorra,Suriname,ETA
Andorra,Sweden,90
Andorra,Switzerland,90
Andorra,Syria,VR
Andorra,Taiwan,90
Andorra,Tajikistan,ETA
Andorra,Tanzania,ETA
Andorra,Thailand,30
Andorra,Timor-Leste,ETA
Andorra,Togo,ETA
Andorra,Tonga,VR
Andorra,Trinidad and Tobago,VR
Andorra,Tunisia,90
Andorra,Turkey,90
Andorra,Turkmenistan,VR
Andorra,Tuvalu,ETA
Andorra,Uganda,ETA
Andorra,Ukraine,90
Andorra,United Arab Emirates,30
Andorra,United Kingdom,180
Andorra,United States,VOA
Andorra,Uruguay,90
Andorra,Uzbekistan,30
Andorra,Vanuatu,30
Andorra,Vatican,90
Andorra,Venezuela,90
Andorra,Vietnam,ETA
Andorra,Yemen,VR
Andorra,Zambia,ETA
Andorra,Zimbabwe,ETA
Angola,Afghanistan,VR
Angola,Albania,VR
Angola,Algeria,VR
Angola,Andorra,VR
Angola,Antigua and Barbuda,VR
Angola,Argentina,VR
Angola,Armenia,VR
Angola,Australia,VR
Angola,Austria,VR
Angola,Azerbaijan,VR
Angola,Bahamas,VR
Angola,Bahrain,VR
Angola,Bangladesh,ETA
Angola,Barbados,VR
Angola,Belarus,VR
Angola,Belgium,VR
Angola,Belize,VR
Angola,Benin,90
Angola,Bhutan,VR
Angola,Bolivia,ETA
Angola,Bosnia and Herzegovina,VR
Angola,Botswana,90
Angola,Brazil,VR
Angola,Brunei,VR
Angola,Bulgaria,VR
Angola,Burkina Faso,VR
Angola,Burundi,VR
Angola,Cambodia,ETA
Angola,Cameroon,VR
Angola,Canada,VR
Angola,Cape Verde,VF
Angola,Central African Republic,VR
Angola,Chad,VR
Angola,Chile,VR
Angola,China,VR
Angola,Colombia,VR
Angola,Comoros,ETA
Angola,Congo,VR
Angola,DR Congo,VR
Angola,Costa Rica,VR
Angola,Ivory Coast,VOA
Angola,Croatia,VR
Angola,Cuba,ETA
Angola,Cyprus,VR
Angola,Czech Republic,VR
Angola,Denmark,VR
Angola,Djibouti,ETA
Angola,Dominica,21
Angola,Dominican Republic,VR
Angola,Ecuador,VR
Angola,Egypt,VR
Angola,El Salvador,VR
Angola,Equatorial Guinea,VR
Angola,Eritrea,VR
Angola,Estonia,VR
Angola,Swaziland,VR
Angola,Ethiopia,ETA
Angola,Fiji,VR
Angola,Finland,VR
Angola,France,VR
Angola,Gabon,ETA
Angola,Gambia,90
Angola,Georgia,VR
Angola,Germany,VR
Angola,Ghana,ETA
Angola,Greece,VR
Angola,Grenada,VR
Angola,Guatemala,VR
Angola,Guinea,ETA
Angola,Guinea-Bissau,ETA
Angola,Guyana,VR
Angola,Haiti,90
Angola,Honduras,VR
Angola,Hong Kong,VR
Angola,Hungary,VR
Angola,Iceland,VR
Angola,India,VOA
Angola,Indonesia,30
Angola,Iran,ETA
Angola,Iraq,VR
Angola,Ireland,VR
Angola,Israel,VR
Angola,Italy,VR
Angola,Jamaica,VR
Angola,Japan,VR
Angola,Jordan,VR
Angola,Kazakhstan,VR
Angola,Kenya,ETA
Angola,Kiribati,VR
Angola,Kosovo,VR
Angola,Kuwait,VR
Angola,Kyrgyzstan,VR
Angola,Laos,ETA
Angola,Latvia,VR
Angola,Lebanon,VR
Angola,Lesotho,ETA
Angola,Liberia,VR
Angola,Libya,VR
Angola,Liechtenstein,VR
Angola,Lithuania,VR
Angola,Luxembourg,VR
Angola,Macao,ETA
Angola,Madagascar,ETA
Angola,Malawi,ETA
Angola,Malaysia,VR
Angola,Maldives,ETA
Angola,Mali,VR
Angola,Malta,VR
Angola,Marshall Islands,VR
Angola,Mauritania,ETA
Angola,Mauritius,90
Angola,Mexico,VR
Angola,Micronesia,30
Angola,Moldova,VR
Angola,Monaco,VR
Angola,Mongolia,VR
Angola,Montenegro,VR
Angola,Morocco,VR
Angola,Mozambique,30
Angola,Myanmar,VR
Angola,Namibia,90
Angola,Nauru,VR
Angola,Nepal,ETA
Angola,Netherlands,VR
Angola,New Zealand,VR
Angola,Nicaragua,ETA
Angola,Niger,VR
Angola,Nigeria,ETA
Angola,North Korea,VR
Angola,North Macedonia,VR
Angola,Norway,VR
Angola,Oman,VR
Angola,Pakistan,ETA
Angola,Palau,ETA
Angola,Palestine,VR
Angola,Panama,180
Angola,Papua New Guinea,VR
Angola,Paraguay,VR
Angola,Peru,VR
Angola,Philippines,30
Angola,Poland,VR
Angola,Portugal,VR
Angola,Qatar,ETA
Angola,Romania,VR
Angola,Russia,VR
Angola,Rwanda,90
Angola,Saint Kitts and Nevis,VR
Angola,Saint Lucia,VR
Angola,Samoa,ETA
Angola,San Marino,VR
Angola,Sao Tome and Principe,VF
Angola,Saudi Arabia,VR
Angola,Senegal,ETA
Angola,Serbia,VR
Angola,Seychelles,ETA
Angola,Sierra Leone,VR
Angola,Singapore,30
Angola,Slovakia,VR
Angola,Slovenia,VR
Angola,Solomon Islands,VR
Angola,Somalia,ETA
Angola,South Africa,30
Angola,South Korea,VR
Angola,South Sudan,VR
Angola,Spain,VR
Angola,Sri Lanka,VOA
Angola,Saint Vincent and the Grenadines,30
Angola,Sudan,VR
Angola,Suriname,ETA
Angola,Sweden,VR
Angola,Switzerland,VR
Angola,Syria,VR
Angola,Taiwan,VR
Angola,Tajikistan,VR
Angola,Tanzania,ETA
Angola,Thailand,VR
Angola,Timor-Leste,ETA
Angola,Togo,ETA
Angola,Tonga,VR
Angola,Trinidad and Tobago,VR
Angola,Tunisia,90
Angola,Turkey,VR
Angola,Turkmenistan,VR
Angola,Tuvalu,ETA
Angola,Uganda,90
Angola,Ukraine,VR
Angola,United Arab Emirates,VR
Angola,United Kingdom,VR
Angola,United States,VR
Angola,Uruguay,VR
Angola,Uzbekistan,ETA
Angola,Vanuatu,VR
Angola,Vatican,VR
Angola,Venezuela,VR
Angola,Vietnam,VR
Angola,Yemen,VR
Angola,Zambia,30
Angola,Zimbabwe,90
Antigua and Barbuda,Afghanistan,VR
Antigua and Barbuda,Albania,90
Antigua and Barbuda,Algeria,VR
Antigua and Barbuda,Andorra,90
Antigua and Barbuda,Angola,VR
Antigua and Barbuda,Argentina,VR
Antigua and Barbuda,Armenia,ETA
Antigua and Barbuda,Australia,VR
Antigua and Barbuda,Austria,90
Antigua and Barbuda,Azerbaijan,VR
Antigua and Barbuda,Bahamas,240
Antigua and Barbuda,Bahrain,VR
Antigua and Barbuda,Bangladesh,ETA
Antigua and Barbuda,Barbados,VF
Antigua and Barbuda,Belarus,30
Antigua and Barbuda,Belgium,90
Antigua and Barbuda,Belize,VF
