Passport,Destination,Requirement
Albania,Cape Verde,visa on arrival
Albania,Central African Republic,visa required
Albania,Chad,visa required
Albania,Chile,covid ban
Albania,China,visa required
Albania,Colombia,90
Albania,Comoros,visa on arrival
Albania,Congo,visa required
Albania,DR Congo,visa required
Albania,Costa Rica,visa required
Albania,Ivory Coast,e-visa
Albania,Croatia,90
Albania,Cuba,visa required
Albania,Cyprus,covid ban
Albania,Czech Republic,covid ban
Albania,Denmark,covid ban
Albania,Djibouti,e-visa
Albania,Dominica,21
Albania,Dominican Republic,visa required
Albania,Ecuador,90
Albania,Egypt,visa on arrival
Albania,El Salvador,90
Albania,Equatorial Guinea,visa required
Albania,Eritrea,visa required
Albania,Estonia,covid ban
Albania,Swaziland,visa required
Albania,Ethiopia,e-visa
Albania,Fiji,covid ban
Albania,Finland,covid ban
Albania,France,covid ban
Albania,Gabon,e-visa
Albania,Gambia,90
Albania,Georgia,360
Albania,Germany,covid ban
Albania,Ghana,visa required
Albania,Greece,covid ban
Albania,Grenada,visa required
Albania,Guatemala,visa required
Albania,Guinea,e-visa
Albania,Guinea-Bissau,visa on arrival
Albania,Guyana,90
Albania,Haiti,90
Albania,Honduras,visa required
Albania,Hong Kong,covid ban
Albania,Hungary,covid ban
Albania,Iceland,covid ban
Albania,India,covid ban
Albania,Indonesia,covid ban
Albania,Iran,e-visa
Albania,Iraq,visa required
Albania,Ireland,visa required
Albania,Israel,covid ban
Albania,Italy,covid ban
Albania,Jamaica,visa on arrival
Albania,Japan,covid ban
Albania,Jordan,visa required
Albania,Kazakhstan,covid ban
Albania,Kenya,e-visa
Albania,Kiribati,visa required
Albania,Kosovo,90
Albania,Kuwait,covid ban
Albania,Kyrgyzstan,visa on arrival
Albania,Laos,covid ban
Albania,Latvia,covid ban
Albania,Lebanon,visa required
Albania,Lesotho,e-visa
Albania,Liberia,visa required
Albania,Libya,visa required
Albania,Liechtenstein,covid ban
Albania,Lithuania,covid ban
Albania,Luxembourg,covid ban
Albania,Macao,covid ban
Albania,Madagascar,visa on arrival
Albania,Malawi,visa on arrival
Albania,Malaysia,covid ban
Albania,Maldives,visa on arrival
Albania,Mali,visa required
Albania,Malta,covid ban
Albania,Marshall Islands,covid ban
Albania,Mauritania,visa on arrival
Albania,Mauritius,covid ban
Albania,Mexico,visa required
Albania,Micronesia,covid ban
Albania,Moldova,90
Albania,Monaco,covid ban
Albania,Mongolia,covid ban
Albania,Montenegro,90
Albania,Morocco,visa required
Albania,Mozambique,visa on arrival
Albania,Myanmar,e-visa
Albania,Namibia,visa required
Albania,Nauru,visa required
Albania,Nepal,visa on arrival
Albania,Netherlands,covid ban
Albania,New Zealand,covid ban
Albania,Nicaragua,visa required
Albania,Niger,visa required
Albania,Nigeria,visa on arrival
Albania,North Korea,visa required
Albania,North Macedonia,90
Albania,Norway,covid ban
Albania,Oman,covid ban
Albania,Pakistan,e-visa
Albania,Palau,visa on arrival
Albania,Palestine,visa free
Albania,Panama,visa required
Albania,Papua New Guinea,covid ban
Albania,Paraguay,visa required
Albania,Peru,visa required
Albania,Philippines,covid ban
Albania,Poland,covid ban
Albania,Portugal,covid ban
Albania,Qatar,covid ban
Albania,Romania,covid ban
Albania,Russia,covid ban
Albania,Rwanda,visa on arrival
Albania,Saint Kitts and Nevis,e-visa
Albania,Saint Lucia,visa required
Albania,Samoa,visa on arrival
Albania,San Marino,covid ban
Albania,Sao Tome and Principe,e-visa
Albania,Saudi Arabia,visa required
Albania,Senegal,visa on arrival
Albania,Serbia,90
Albania,Seychelles,90
Albania,Sierra Leone,visa required
Albania,Singapore,30
Albania,Slovakia,90
Albania,Slovenia,90
Albania,Solomon Islands,covid ban
Albania,Somalia,visa on arrival
Albania,South Africa,visa required
Albania,South Korea,30
Albania,South Sudan,e-visa
Albania,Spain,covid ban
Albania,Sri Lanka,e-visa
Albania,Saint Vincent and the Grenadines,30
Albania,Sudan,visa required
Albania,Suriname,e-visa
Albania,Sweden,covid ban
Albania,Switzerland,covid ban
Albania,Syria,visa required
Albania,Taiwan,covid ban
Albania,Tajikistan,e-visa
Albania,Tanzania,visa on arrival
Albania,Thailand,covid ban
Albania,Timor-Leste,covid ban
Albania,Togo,visa on arrival
Albania,Tonga,visa required
Albania,Trinidad and Tobago,30
Albania,Tunisia,visa required
Albania,Turkey,90
Albania,Turkmenistan,covid ban
Albania,Tuvalu,visa on arrival
Albania,Uganda,visa on arrival
Albania,Ukraine,90
Albania,United Arab Emirates,e-visa
Albania,United Kingdom,visa required
Albania,United States,visa required
Albania,Uruguay,covid ban
Albania,Uzbekistan,e-visa
Albania,Vanuatu,visa required
Albania,Vatican,covid ban
Albania,Venezuela,visa required
Albania,Vietnam,covid ban
Albania,Yemen,visa required
Albania,Zambia,visa on arrival
Albania,Zimbabwe,visa on arrival
Albania,Afghanistan,visa required
Algeria,Albania,e-visa
Algeria,Algeria,-1
Algeria,Andorra,covid ban
Algeria,Angola,visa on arrival
Algeria,Antigua and Barbuda,e-visa
Algeria,Argentina,covid ban
Algeria,Armenia,visa required
Algeria,Australia,covid ban
Algeria,Austria,covid ban
Algeria,Azerbaijan,covid ban
Algeria,Bahamas,visa required
Algeria,Bahrain,covid ban
Algeria,Bangladesh,covid ban
Algeria,Barbados,visa required
Algeria,Belarus,visa required
Algeria,Belgium,covid ban
Algeria,Belize,visa required
Algeria,Benin,90
Algeria,Bhutan,visa required
Algeria,Bolivia,visa on arrival
Algeria,Bosnia and Herzegovina,visa required
Algeria,Botswana,visa required
Algeria,Brazil,visa required
Algeria,Brunei,covid ban
Algeria,Bulgaria,covid ban
Algeria,Burkina Faso,visa required
Algeria,Burundi,visa required
Algeria,Cambodia,covid ban
Algeria,Cameroon,covid ban
Algeria,Canada,covid ban
Algeria,Cape Verde,visa on arrival
Algeria,Central African Republic,visa required
Algeria,Chad,visa required
Algeria,Chile,covid ban
Algeria,China,visa required
Algeria,Colombia,e-visa
Algeria,Comoros,visa on arrival
Algeria,Congo,visa required
Algeria,DR Congo,visa required
Algeria,Costa Rica,visa required
Algeria,Ivory Coast,e-visa
Algeria,Croatia,visa required
Algeria,Cuba,visa required
Algeria,Cyprus,covid ban
Algeria,Czech Republic,covid ban
Algeria,Denmark,covid ban
Algeria,Djibouti,e-visa
Algeria,Dominica,21
Algeria,Dominican Republic,visa required
Algeria,Ecuador,90
Algeria,Egypt,visa required
Algeria,El Salvador,visa required
Algeria,Equatorial Guinea,visa required
Algeria,Eritrea,visa required
Algeria,Estonia,covid ban
Algeria,Swaziland,visa required
Algeria,Ethiopia,visa on arrival
Algeria,Fiji,covid ban
Algeria,Finland,covid ban
Algeria,France,covid ban
Algeria,Gabon,e-visa
Algeria,Gambia,90
Algeria,Georgia,visa required
Algeria,Germany,covid ban
Algeria,Ghana,visa on arrival
Algeria,Greece,covid ban
Algeria,Grenada,visa required
Algeria,Guatemala,visa required
Algeria,Guinea,visa free
Algeria,Guinea-Bissau,visa on arrival
Algeria,Guyana,visa on arrival
Algeria,Haiti,90
Algeria,Honduras,visa required
Algeria,Hong Kong,covid ban
Algeria,Hungary,covid ban
Algeria,Iceland,covid ban
Algeria,India,covid ban
Algeria,Indonesia,covid ban
Algeria,Iran,e-visa
Algeria,Iraq,visa required
Algeria,Ireland,visa required
Algeria,Israel,covid ban
Algeria,Italy,covid ban
Algeria,Jamaica,visa required
Algeria,Japan,covid ban
Algeria,Jordan,visa on arrival
Algeria,Kazakhstan,covid ban
Algeria,Kenya,e-visa
Algeria,Kiribati,visa required
Algeria,Kosovo,visa required
Algeria,Kuwait,covid ban
Algeria,Kyrgyzstan,e-visa
Algeria,Laos,covid ban
Algeria,Latvia,covid ban
Algeria,Lebanon,visa on arrival
Algeria,Lesotho,e-visa
Algeria,Liberia,visa required
Algeria,Libya,visa required
Algeria,Liechtenstein,covid ban
Algeria,Lithuania,covid ban
Algeria,Luxembourg,covid ban
Algeria,Macao,covid ban
Algeria,Madagascar,visa on arrival
Algeria,Malawi,e-visa
Algeria,Malaysia,covid ban
Algeria,Maldives,visa on arrival
Algeria,Mali,30
Algeria,Malta,covid ban
Algeria,Marshall Islands,covid ban
Algeria,Mauritania,90
Algeria,Mauritius,covid ban
Algeria,Mexico,visa required
Algeria,Micronesia,covid ban
Algeria,Moldova,e-visa
Algeria,Monaco,covid ban
Algeria,Mongolia,covid ban
Algeria,Montenegro,visa required
Algeria,Morocco,90
Algeria,Mozambique,visa on arrival
Algeria,Myanmar,e-visa
Algeria,Namibia,visa required
Algeria,Nauru,visa required
Algeria,Nepal,visa on arrival
Algeria,Netherlands,covid ban
Algeria,New Zealand,covid ban
Algeria,Nicaragua,visa on arrival
Algeria,Niger,visa required
Algeria,Nigeria,visa on arrival
Algeria,North Korea,visa required
Algeria,North Macedonia,visa required
Algeria,Norway,covid ban
Algeria,Oman,covid ban
Algeria,Pakistan,visa required
Algeria,Palau,visa on arrival
Algeria,Palestine,visa free
Algeria,Panama,visa required
Algeria,Papua New Guinea,covid ban
Algeria,Paraguay,visa required
Algeria,Peru,visa required
Algeria,Philippines,covid ban
Algeria,Poland,covid ban
Algeria,Portugal,covid ban
Algeria,Qatar,covid ban
Algeria,Romania,covid ban
Algeria,Russia,covid ban
Algeria,Rwanda,visa on arrival
Algeria,Saint Kitts and Nevis,e-visa
Algeria,Saint Lucia,visa required
Algeria,Samoa,visa on arrival
Algeria,San Marino,covid ban
Algeria,Sao Tome and Principe,e-visa
Algeria,Saudi Arabia,visa required
Algeria,Senegal,visa on arrival
Algeria,Serbia,visa required
Algeria,Seychelles,90
Algeria,Sierra Leone,visa required
Algeria,Singapore,e-visa
Algeria,Slovakia,visa required
Algeria,Slovenia,visa required
Algeria,Solomon Islands,covid ban
Algeria,Somalia,visa on arrival
Algeria,South Africa,visa required
Algeria,South Korea,covid ban
Algeria,South Sudan,e-visa
Algeria,Spain,covid ban
Algeria,Sri Lanka,e-visa
Algeria,Saint Vincent and the Grenadines,30
Algeria,Sudan,visa required
Algeria,Suriname,e-visa
Algeria,Sweden,covid ban
Algeria,Switzerland,covid ban
Algeria,Syria,visa free
Algeria,Taiwan,covid ban
Algeria,Tajikistan,visa on arrival
Algeria,Tanzania,visa on arrival
Algeria,Thailand,covid ban
Algeria,Timor-Leste,covid ban
Algeria,Togo,visa on arrival
Algeria,Tonga,visa required
Algeria,Trinidad and Tobago,visa required
Algeria,Tunisia,visa free
Algeria,Turkey,visa required
Algeria,Turkmenistan,covid ban
Algeria,Tuvalu,visa on arrival
Algeria,Uganda,visa on arrival
Algeria,Ukraine,visa required
Algeria,United Arab Emirates,e-visa
Algeria,United Kingdom,visa required
Algeria,United States,visa required
Algeria,Uruguay,covid ban
Algeria,Uzbekistan,e-visa
Algeria,Vanuatu,visa required
Algeria,Vatican,covid ban
Algeria,Venezuela,visa required
Algeria,Vietnam,covid ban
Algeria,Yemen,visa on arrival
Algeria,Zambia,e-visa
Algeria,Zimbabwe,visa on arrival
Algeria,Afghanistan,visa required
Andorra,Albania,90
Andorra,Algeria,visa required
Andorra,Andorra,-1
Andorra,Angola,visa on arrival
Andorra,Antigua and Barbuda,180
Andorra,Argentina,covid ban
Andorra,Armenia,180
Andorra,Australia,covid ban
Andorra,Austria,90
Andorra,Azerbaijan,covid ban
Andorra,Bahamas,90
Andorra,Bahrain,covid ban
Andorra,Bangladesh,covid ban
Andorra,Barbados,visa required
Andorra,Belarus,30
Andorra,Belgium,covid ban
Andorra,Belize,visa free
Andorra,Benin,e-visa
Andorra,Bhutan,visa required
Andorra,Bolivia,90
Andorra,Bosnia and Herzegovina,90
Andorra,Botswana,visa required
Andorra,Brazil,90
Andorra,Brunei,covid ban
Andorra,Bulgaria,90
Andorra,Burkina Faso,visa required
Andorra,Burundi,visa required
Andorra,Cambodia,covid ban
Andorra,Cameroon,covid ban
Andorra,Canada,covid ban
Andorra,Cape Verde,30
Andorra,Central African Republic,visa required
Andorra,Chad,visa required
Andorra,Chile,covid ban
Andorra,China,visa required
Andorra,Colombia,90
Andorra,Comoros,visa on arrival
Andorra,Congo,visa required
Andorra,DR Congo,visa required
Andorra,Costa Rica,90
Andorra,Ivory Coast,e-visa
Andorra,Croatia,90
Andorra,Cuba,visa required
Andorra,Cyprus,90
Andorra,Czech Republic,90
Andorra,Denmark,covid ban
Andorra,Djibouti,e-visa
Andorra,Dominica,21
Andorra,Dominican Republic,visa free
Andorra,Ecuador,90
Andorra,Egypt,visa on arrival
Andorra,El Salvador,90
Andorra,Equatorial Guinea,visa required
Andorra,Eritrea,visa required
Andorra,Estonia,90
Andorra,Swaziland,30
Andorra,Ethiopia,e-visa
Andorra,Fiji,covid ban
Andorra,Finland,covid ban
Andorra,France,90
Andorra,Gabon,e-visa
Andorra,Gambia,90
Andorra,Georgia,360
Andorra,Germany,90
Andorra,Ghana,visa required
Andorra,Greece,covid ban
Andorra,Grenada,visa required
Andorra,Guatemala,90
Andorra,Guinea,e-visa
Andorra,Guinea-Bissau,visa on arrival
Andorra,Guyana,visa on arrival
Andorra,Haiti,90
Andorra,Honduras,90
Andorra,Hong Kong,covid ban
Andorra,Hungary,covid ban
Andorra,Iceland,90
Andorra,India,covid ban
Andorra,Indonesia,covid ban
Andorra,Iran,e-visa
Andorra,Iraq,visa required
Andorra,Ireland,visa free
Andorra,Israel,covid ban
Andorra,Italy,covid ban
Andorra,Jamaica,visa on arrival
Andorra,Japan,covid ban
Andorra,Jordan,visa on arrival
Andorra,Kazakhstan,covid ban
Andorra,Kenya,e-visa
Andorra,Kiribati,visa required
Andorra,Kosovo,90
Andorra,Kuwait,covid ban
Andorra,Kyrgyzstan,visa on arrival
Andorra,Laos,covid ban
Andorra,Latvia,covid ban
Andorra,Lebanon,visa on arrival
Andorra,Lesotho,e-visa
Andorra,Liberia,visa required
Andorra,Libya,visa required
Andorra,Liechtenstein,90
Andorra,Lithuania,90
Andorra,Luxembourg,90
Andorra,Macao,covid ban
Andorra,Madagascar,visa on arrival
Andorra,Malawi,visa on arrival
Andorra,Malaysia,covid ban
Andorra,Maldives,visa on arrival
Andorra,Mali,visa required
Andorra,Malta,90
Andorra,Marshall Islands,covid ban
Andorra,Mauritania,visa on arrival
Andorra,Mauritius,covid ban
Andorra,Mexico,180
Andorra,Micronesia,covid ban
Andorra,Moldova,90
Andorra,Monaco,90
Andorra,Mongolia,covid ban
Andorra,Montenegro,90
Andorra,Morocco,90
Andorra,Mozambique,visa on arrival
Andorra,Myanmar,visa required
Andorra,Namibia,visa required
Andorra,Nauru,visa required
Andorra,Nepal,visa on arrival
Andorra,Netherlands,90
Andorra,New Zealand,covid ban
Andorra,Nicaragua,90
Andorra,Niger,visa required
Andorra,Nigeria,visa on arrival
Andorra,North Korea,visa required
Andorra,North Macedonia,90
Andorra,Norway,covid ban
Andorra,Oman,covid ban
Andorra,Pakistan,e-visa
Andorra,Palau,visa on arrival
Andorra,Palestine,visa free
Andorra,Panama,180
Andorra,Papua New Guinea,covid ban
Andorra,Paraguay,90
Andorra,Peru,180
Andorra,Philippines,covid ban
Andorra,Poland,90
Andorra,Portugal,90
Andorra,Qatar,covid ban
Andorra,Romania,90
Andorra,Russia,covid ban
Andorra,Rwanda,visa on arrival
Andorra,Saint Kitts and Nevis,e-visa
Andorra,Saint Lucia,42
Andorra,Samoa,visa on arrival
Andorra,San Marino,covid ban
Andorra,Sao Tome and Principe,15
Andorra,Saudi Arabia,e-visa
Andorra,Senegal,visa on arrival
Andorra,Serbia,90
Andorra,Seychelles,90
Andorra,Sierra Leone,visa required
Andorra,Singapore,30
Andorra,Slovakia,90
Andorra,Slovenia,90
Andorra,Solomon Islands,covid ban
Andorra,Somalia,visa on arrival
Andorra,South Africa,90
Andorra,South Korea,30
Andorra,South Sudan,e-visa
Andorra,Spain,90
Andorra,Sri Lanka,e-visa
Andorra,Saint Vincent and the Grenadines,30
Andorra,Sudan,visa required
Andorra,Suriname,e-visa
Andorra,Sweden,90
Andorra,Switzerland,90
Andorra,Syria,visa required
Andorra,Taiwan,covid ban
Andorra,Tajikistan,visa on arrival
Andorra,Tanzania,visa on arrival
Andorra,Thailand,30
Andorra,Timor-Leste,covid ban
Andorra,Togo,visa on arrival
Andorra,Tonga,visa required
Andorra,Trinidad and Tobago,visa required
Andorra,Tunisia,90
Andorra,Turkey,90
Andorra,Turkmenistan,covid ban
Andorra,Tuvalu,visa on arrival
Andorra,Uganda,visa on arrival
Andorra,Ukraine,90
Andorra,United Arab Emirates,visa on arrival
Andorra,United Kingdom,180
Andorra,United States,e-visa
Andorra,Uruguay,covid ban
Andorra,Uzbekistan,30
Andorra,Vanuatu,30
Andorra,Vatican,90
Andorra,Venezuela,90
Andorra,Vietnam,covid ban
Andorra,Yemen,visa required
Andorra,Zambia,visa on arrival
Andorra,Zimbabwe,visa on arrival
Andorra,Afghanistan,visa required
Angola,Albania,e-visa
Angola,Algeria,visa required
Angola,Andorra,covid ban
Angola,Angola,-1
Angola,Antigua and Barbuda,e-visa
Angola,Argentina,covid ban
Angola,Armenia,visa required
Angola,Australia,covid ban
Angola,Austria,covid ban
Angola,Azerbaijan,covid ban
Angola,Bahamas,visa required
Angola,Bahrain,covid ban
Angola,Bangladesh,covid ban
Angola,Barbados,visa required
Angola,Belarus,visa required
Angola,Belgium,covid ban
Angola,Belize,visa required
Angola,Benin,90
Angola,Bhutan,visa required
Angola,Bolivia,visa on arrival
Angola,Bosnia and Herzegovina,visa required
Angola,Botswana,90
Angola,Brazil,visa required
Angola,Brunei,covid ban
Angola,Bulgaria,covid ban
Angola,Burkina Faso,visa required
Angola,Burundi,visa required
Angola,Cambodia,covid ban
Angola,Cameroon,covid ban
Angola,Canada,covid ban
Angola,Cape Verde,visa free
Angola,Central African Republic,visa required
Angola,Chad,visa required
Angola,Chile,covid ban
Angola,China,visa required
Angola,Colombia,e-visa
Angola,Comoros,visa on arrival
Angola,Congo,visa required
Angola,DR Congo,visa required
Angola,Costa Rica,visa required
Angola,Ivory Coast,e-visa
Angola,Croatia,visa required
Angola,Cuba,visa required
Angola,Cyprus,covid ban
Angola,Czech Republic,covid ban
Angola,Denmark,covid ban
Angola,Djibouti,e-visa
Angola,Dominica,21
Angola,Dominican Republic,visa required
Angola,Ecuador,e-visa
Angola,Egypt,visa required
Angola,El Salvador,visa required
Angola,Equatorial Guinea,visa required
Angola,Eritrea,visa required
Angola,Estonia,covid ban
Angola,Swaziland,visa required
Angola,Ethiopia,visa on arrival
Angola,Fiji,covid ban
Angola,Finland,covid ban
Angola,France,covid ban
Angola,Gabon,e-visa
Angola,Gambia,90
Angola,Georgia,e-visa
Angola,Germany,covid ban
Angola,Ghana,visa on arrival
Angola,Greece,covid ban
Angola,Grenada,visa required
Angola,Guatemala,visa required
Angola,Guinea,e-visa
Angola,Guinea-Bissau,visa on arrival
Angola,Guyana,visa on arrival
Angola,Haiti,90
Angola,Honduras,visa required
Angola,Hong Kong,covid ban
Angola,Hungary,covid ban
Angola,Iceland,covid ban
Angola,India,covid ban
Angola,Indonesia,covid ban
Angola,Iran,e-visa
Angola,Iraq,visa required
Angola,Ireland,visa required
Angola,Israel,covid ban
Angola,Italy,covid ban
Angola,Jamaica,visa required
Angola,Japan,covid ban
Angola,Jordan,visa required
Angola,Kazakhstan,covid ban
Angola,Kenya,e-visa
Angola,Kiribati,visa required
Angola,Kosovo,visa required
Angola,Kuwait,covid ban
Angola,Kyrgyzstan,e-visa
Angola,Laos,covid ban
Angola,Latvia,covid ban
Angola,Lebanon,visa required
Angola,Lesotho,e-visa
Angola,Liberia,visa required
Angola,Libya,visa required
Angola,Liechtenstein,covid ban
Angola,Lithuania,covid ban
Angola,Luxembourg,covid ban
Angola,Macao,covid ban
Angola,Madagascar,visa on arrival
Angola,Malawi,e-visa
Angola,Malaysia,covid ban
Angola,Maldives,visa on arrival
Angola,Mali,visa required
Angola,Malta,covid ban
Angola,Marshall Islands,covid ban
Angola,Mauritania,visa on arrival
Angola,Mauritius,covid ban
Angola,Mexico,visa required
Angola,Micronesia,covid ban
